GENE,SGDID,CHROM,START,END
RIM21,YNL294C,chrXIV,78659,80260
RIM4,YHL024W,chrVIII,56649,58790
RIM8,YGL045W,chrVII,414102,415730
RIM9,YMR063W,chrXIII,397077,397796
RIO1,YOR119C,chrXV,548792,550246
RIO2,YNL207W,chrXIV,255353,256630
RIP1,YEL024W,chrV,107260,107907
RIT1,YMR283C,chrXIII,835326,836867
RIX1,YHR197W,chrVIII,493896,496187
RIX7,YLL034C,chrXII,70633,73146
RKI1,YOR095C,chrXV,503552,504328
RKM1,YPL208W,chrXVI,157842,159593
RKM2,YDR198C,chrIV,852533,853972
RKM3,YBR030W,chrII,298292,299950
RKM4,YDR257C,chrIV,969990,971474
RKM5,YLR137W,chrXII,417006,418109
RKR1,YMR247C,chrXIII,763351,768039
RLF2,YPR018W,chrXVI,594476,596296
RLI1,YDR091C,chrIV,626708,628534
RLM1,YPL089C,chrXVI,379120,381150
RLP24,YLR009W,chrXII,166537,167136
RLP7,YNL002C,chrXIV,626174,627142
RMA1,YKL132C,chrXI,193574,194866
RMD1,YDL001W,chrIV,447984,449276
RMD5,YDR255C,chrIV,966557,967822
RMD6,YEL072W,chrV,13720,14415
RMD8,YFR048W,chrVI,246146,248134
RMD9,YGL107C,chrVII,304333,306273
RME1,YGR044C,chrVII,582990,583892
RME2,YNCG0006C,chrVII,141898,144120
RME3,YNCG0001C,chrVII,33109,35013
RMI1,YPL024W,chrXVI,503517,504242
RML2,YEL050C,chrV,59670,60851
RMP1,YLR145W,chrXII,432168,432773
RMR1,YGL250W,chrVII,31910,32635
RMT2,YDR465C,chrIV,1393336,1394574
RNA1,YMR235C,chrXIII,741512,742735
RNA14,YMR061W,chrXIII,392755,394788
RNA15,YGL044C,chrVII,416146,417036
RNA170,YNCM0032C,chrXIII,667288,667456
RNH1,YMR234W,chrXIII,740266,741312
RNH201,YNL072W,chrXIV,490317,491240
RNH202,YDR279W,chrIV,1019368,1020420
RNH203,YLR154C,chrXII,447982,448314
RNH70,YGR276C,chrVII,1043819,1045480
RNP1,YLL046C,chrXII,46714,47463
RNQ1,YCL028W,chrIII,70150,71367
RNR1,YER070W,chrV,298950,301616
RNR2,YJL026W,chrX,392404,393603
RNR3,YIL066C,chrIX,238099,240708
RNR4,YGR180C,chrVII,855264,856301
RNT1,YMR239C,chrXIII,748262,749677
RNY1,YPL123C,chrXVI,317641,318945
ROD1,YOR018W,chrXV,364369,366882
ROF1,YHR177W,chrVIII,456591,457952
ROG1,YGL144C,chrVII,232450,234507
ROG3,YFR022W,chrVI,196833,199034
ROK1,YGL171W,chrVII,182390,184084
ROM1,YGR070W,chrVII,627806,631273
ROM2,YLR371W,chrXII,862714,866784
ROQ1,YJL144W,chrX,146359,146673
ROT1,YMR200W,chrXIII,664752,665522
ROT2,YBR229C,chrII,676357,679221
ROX1,YPR065W,chrXVI,679693,680799
ROX3,YBL093C,chrII,44256,44918
ROY1,YMR258C,chrXIII,782620,784281
RPA12,YJR063W,chrX,555195,555572
RPA135,YPR010C,chrXVI,577585,581196
RPA14,YDR156W,chrIV,769525,769938
RPA190,YOR341W,chrXV,960987,965981
RPA34,YJL148W,chrX,140437,141138
RPA43,YOR340C,chrXV,959202,960182
RPA49,YNL248C,chrXIV,181361,182608
RPB10,YOR210W,chrXV,738320,738532
RPB11,YOL005C,chrXV,315813,316175
RPB2,YOR151C,chrXV,612997,616671
RPB3,YIL021W,chrIX,312905,313861
RPB4,YJL140W,chrX,150961,151626
RPB5,YBR154C,chrII,548362,549009
RPB7,YDR404C,chrIV,1276654,1277169
RPB8,YOR224C,chrXV,760825,761265
RPB9,YGL070C,chrVII,374459,374827
RPC10,YHR143W-A,chrVIII,387233,387445
RPC11,YDR045C,chrIV,547978,548310
RPC17,YJL011C,chrX,414285,414770
RPC19,YNL113W,chrXIV,412771,413199
RPC25,YKL144C,chrXI,175843,176481
RPC31,YNL151C,chrXIV,347766,348521
RPC34,YNR003C,chrXIV,634344,635297
RPC37,YKR025W,chrXI,487770,488618
RPC40,YPR110C,chrXVI,745828,746835
RPC53,YDL150W,chrIV,183343,184611
RPC82,YPR190C,chrXVI,917077,919041
RPD3,YNL330C,chrXIV,18001,19302
RPE1,YJL121C,chrX,190374,191090
RPF1,YHR088W,chrVIII,281495,282382
RPF2,YKR081C,chrXI,591506,592540
RPG1,YBR079C,chrII,395383,398277
RPH1,YER169W,chrV,523369,525759
RPI1,YIL119C,chrIX,136654,137877
RPL10,YLR075W,chrXII,282927,283592
RPL11A,YPR102C,chrXVI,731224,731748
RPL11B,YGR085C,chrVII,648383,648907
RPL12A,YEL054C,chrV,52721,53218
RPL12B,YDR418W,chrIV,1301616,1302113
RPL13A,YDL082W,chrIV,308424,309388
RPL13B,YMR142C,chrXIII,550206,551207
RPL14A,YKL006W,chrXI,431906,432720
RPL14B,YHL001W,chrVIII,104277,105091
RPL15A,YLR029C,chrXII,201976,202590
RPL15B,YMR121C,chrXIII,509734,510348
RPL16A,YIL133C,chrIX,98527,99416
RPL16B,YNL069C,chrXIV,493956,495001
RPL17A,YKL180W,chrXI,109269,110129
RPL17B,YJL177W,chrX,90786,91657
RPL18A,YOL120C,chrXV,93395,94402
RPL18B,YNL301C,chrXIV,63570,64562
RPL19A,YBR084C-A,chrII,414186,415261
RPL19B,YBL027W,chrII,168423,169376
RPL1A,YPL220W,chrXVI,135790,136443
RPL1B,YGL135W,chrVII,254641,255294
RPL20A,YMR242C,chrXIII,753225,754220
RPL20B,YOR312C,chrXV,900250,901194
RPL21A,YBR191W,chrII,606270,607140
RPL21B,YPL079W,chrXVI,406636,407539
RPL22A,YLR061W,chrXII,263194,263948
RPL22B,YFL034C-A,chrVI,64243,64932
RPL23A,YBL087C,chrII,59822,60739
RPL23B,YER117W,chrV,396769,397653
RPL24A,YGL031C,chrVII,437467,437934
RPL24B,YGR148C,chrVII,787312,787779
RPL25,YOL127W,chrXV,80348,81190
RPL26A,YLR344W,chrXII,819312,820142
RPL26B,YGR034W,chrVII,555812,556672
RPL27A,YHR010W,chrVIII,126521,127492
RPL27B,YDR471W,chrIV,1401770,1402564
RPL28,YGL103W,chrVII,310967,311927
RPL29,YFR032C-A,chrVI,223258,223437
RPL2A,YFR031C-A,chrVI,220507,221418
RPL2B,YIL018W,chrIX,316768,317932
RPL3,YOR063W,chrXV,444686,445849
RPL30,YGL030W,chrVII,439091,439638
RPL31A,YDL075W,chrIV,322226,322988
RPL31B,YLR406C,chrXII,931065,931755
RPL32,YBL092W,chrII,45978,46370
RPL33A,YPL143W,chrXVI,282122,282970
RPL33B,YOR234C,chrXV,778555,779405
RPL34A,YER056C-A,chrV,269423,270185
RPL34B,YIL052C,chrIX,256226,257063
RPL35A,YDL191W,chrIV,117664,118517
RPL35B,YDL136W,chrIV,217600,218367
RPL36A,YMR194W,chrXIII,651145,651910
RPL36B,YPL249C-A,chrXVI,75699,76239
RPL37A,YLR185W,chrXII,522663,523288
RPL37B,YDR500C,chrIV,1450198,1450853
RPL38,YLR325C,chrXII,781143,781379
RPL39,YJL189W,chrX,75933,76474
RPL40A,YIL148W,chrIX,68708,69528
RPL40B,YKR094C,chrXI,617996,618750
RPL41A,YDL184C,chrIV,130407,130484
RPL41B,YDL133C-A,chrIV,221724,221801
RPL42A,YNL162W,chrXIV,331322,332154
RPL42B,YHR141C,chrVIII,381990,382751
RPL43A,YPR043W,chrXVI,654166,654847
RPL43B,YJR094W-A,chrX,608305,608858
RPL4A,YBR031W,chrII,300166,301254
RPL4B,YDR012W,chrIV,471853,472941
RPL5,YPL131W,chrXVI,303121,304014
RPL6A,YML073C,chrXIII,123227,124172
RPL6B,YLR448W,chrXII,1028854,1029768
RPL7A,YGL076C,chrVII,364335,365996
RPL7B,YPL198W,chrXVI,173152,174702
RPL8A,YHL033C,chrVIII,35255,36025
RPL8B,YLL045C,chrXII,47859,48629
RPL9A,YGL147C,chrVII,227754,228329
RPL9B,YNL067W,chrXIV,499681,500256
RPM1,YNCQ0027W,chrM,85295,85777
RPM2,YML091C,chrXIII,87123,90731
RPN1,YHR027C,chrVIII,161730,164711
RPN10,YHR200W,chrVIII,499079,499885
RPN11,YFR004W,chrVI,153393,154313
RPN12,YFR052W,chrVI,252505,253329
RPN13,YLR421C,chrXII,965090,965560
RPN14,YGL004C,chrVII,490703,491956
RPN2,YIL075C,chrIX,217863,220700
RPN3,YER021W,chrV,196948,198519
RPN4,YDL020C,chrIV,415113,416708
RPN5,YDL147W,chrIV,190924,192261
RPN6,YDL097C,chrIV,285391,286695
RPN7,YPR108W,chrXVI,742454,743743
RPN8,YOR261C,chrXV,815915,816931
RPN9,YDR427W,chrIV,1322205,1323386
RPO21,YDL140C,chrIV,205360,210561
RPO26,YPR187W,chrXVI,911257,911800
RPO31,YOR116C,chrXV,539763,544145
RPO41,YFL036W,chrVI,58782,62837
RPP0,YLR340W,chrXII,805887,806825
RPP1,YHR062C,chrVIII,222877,223758
RPP1A,YDL081C,chrIV,309802,310122
RPP1B,YDL130W,chrIV,229906,230527
RPP2A,YOL039W,chrXV,254297,254617
RPP2B,YDR382W,chrIV,1239492,1239824
RPR1,YNCE0007C,chrV,117667,118035
RPR2,YIR015W,chrIX,381948,382382
RPS0A,YGR214W,chrVII,920575,921788
RPS0B,YLR048W,chrXII,242232,243349
RPS10A,YOR293W,chrXV,867098,867852
RPS10B,YMR230W,chrXIII,732414,733141
RPS11A,YDR025W,chrIV,491515,492324
RPS11B,YBR048W,chrII,332831,333812
RPS12,YOR369C,chrXV,1028194,1028625
RPS13,YDR064W,chrIV,579458,580452
RPS14A,YCR031C,chrIII,177500,178220
RPS14B,YJL191W,chrX,73787,74611
RPS15,YOL040C,chrXV,253149,253577
RPS16A,YMR143W,chrXIII,551928,552903
RPS16B,YDL083C,chrIV,306926,307789
RPS17A,YML024W,chrXIII,225889,226697
RPS17B,YDR447C,chrIV,1354829,1355553
RPS18A,YDR450W,chrIV,1359923,1360798
RPS18B,YML026C,chrXIII,222987,223828
RPS19A,YOL121C,chrXV,92026,92850
RPS19B,YNL302C,chrXIV,61958,62943
RPS1A,YLR441C,chrXII,1018141,1018908
RPS1B,YML063W,chrXIII,146482,147249
RPS2,YGL123W,chrVII,277617,278381
RPS20,YHL015W,chrVIII,75412,75777
RPS21A,YKR057W,chrXI,551657,552242
RPS21B,YJL136C,chrX,156550,157273
RPS22A,YJL190C,chrX,74910,75302
RPS22B,YLR367W,chrXII,856442,857317
RPS23A,YGR118W,chrVII,726974,727730
RPS23B,YPR132W,chrXVI,794965,795767
RPS24A,YER074W,chrV,306323,307196
RPS24B,YIL069C,chrIX,231553,232369
RPS25A,YGR027C,chrVII,534132,534458
RPS25B,YLR333C,chrXII,795573,795899
RPS26A,YGL189C,chrVII,148229,148588
RPS26B,YER131W,chrV,423952,424311
RPS27A,YKL156W,chrXI,158613,159212
RPS27B,YHR021C,chrVIII,147871,148669
RPS28A,YOR167C,chrXV,648804,649007
RPS28B,YLR264W,chrXII,673131,673334
RPS29A,YLR388W,chrXII,898651,898821
RPS29B,YDL061C,chrIV,340628,340798
RPS3,YNL178W,chrXIV,302680,303402
RPS30A,YLR287C-A,chrXII,712537,713158
RPS30B,YOR182C,chrXV,678191,678793
RPS31,YLR167W,chrXII,498947,499405
RPS4A,YJR145C,chrX,702027,703068
RPS4B,YHR203C,chrVIII,504476,505530
RPS5,YJR123W,chrX,651901,652578
RPS6A,YPL090C,chrXVI,377291,378395
RPS6B,YBR181C,chrII,591712,592774
RPS7A,YOR096W,chrXV,505794,506767
RPS7B,YNL096C,chrXIV,443398,444315
RPS8A,YBL072C,chrII,88523,89125
RPS8B,YER102W,chrV,363100,363702
RPS9A,YPL081W,chrXVI,404950,406044
RPS9B,YBR189W,chrII,604508,605508
RPT1,YKL145W,chrXI,174213,175616
RPT2,YDL007W,chrIV,438047,439360
RPT3,YDR394W,chrIV,1261681,1262967
RPT4,YOR259C,chrXV,812395,813708
RPT5,YOR117W,chrXV,545029,546333
RPT6,YGL048C,chrVII,410069,411286
RQC1,YDR333C,chrIV,1133260,1135431
RQC2,YPL009C,chrXVI,535820,538936
RQT4,YKR023W,chrXI,483419,485011
RRB1,YMR131C,chrXIII,533163,534698
RRD1,YIL153W,chrIX,55198,56379
RRD2,YPL152W,chrXVI,265028,266104
RRF1,YHR038W,chrVIII,184066,184758
RRG1,YDR065W,chrIV,580687,581784
RRG7,YOR305W,chrXV,889022,889750
RRG8,YPR116W,chrXVI,758648,759481
RRG9,YNL213C,chrXIV,246460,247104
RRI1,YDL216C,chrIV,68997,70319
RRI2,YOL117W,chrXV,97551,99488
RRM3,YHR031C,chrVIII,170799,172970
RRN10,YBL025W,chrII,171481,171918
RRN11,YML043C,chrXIII,190244,191767
RRN3,YKL125W,chrXI,208247,210130
RRN5,YLR141W,chrXII,423683,424774
RRN6,YBL014C,chrII,199064,201748
RRN7,YJL025W,chrX,393967,395511
RRN9,YMR270C,chrXIII,805326,806423
RRP1,YDR087C,chrIV,617470,618306
RRP12,YPL012W,chrXVI,529723,533409
RRP14,YKL082C,chrXI,281025,282329
RRP15,YPR143W,chrXVI,818323,819075
RRP17,YDR412W,chrIV,1294693,1295400
RRP3,YHR065C,chrVIII,227532,229037
RRP36,YOR287C,chrXV,850937,851839
RRP4,YHR069C,chrVIII,233579,234658
RRP40,YOL142W,chrXV,55558,56280
RRP42,YDL111C,chrIV,263313,264110
RRP43,YCR035C,chrIII,191834,193018
RRP45,YDR280W,chrIV,1020747,1021664
RRP46,YGR095C,chrVII,675671,676342
RRP5,YMR229C,chrXIII,725934,731123
RRP6,YOR001W,chrXV,326832,329033
RRP7,YCL031C,chrIII,64675,65568
RRP8,YDR083W,chrIV,612073,613251
RRP9,YPR137W,chrXVI,802359,804080
RRS1,YOR294W,chrXV,868340,868951
RRT1,YBL048W,chrII,127299,127610
RRT12,YCR045C,chrIII,208135,209610
RRT13,YER066W,chrV,290242,290799
RRT14,YIL127C,chrIX,117024,117644
RRT15,YLR162W-A,chrXII,490406,490594
RRT16,YNL105W,chrXIV,424155,424583
RRT2,YBR246W,chrII,711591,712754
RRT5,YFR032C,chrVI,222090,222959
RRT6,YGL146C,chrVII,228751,229686
RRT7,YLL030C,chrXII,80356,80697
RRT8,YOL048C,chrXV,240204,241310
RSA1,YPL193W,chrXVI,181403,182548
RSA3,YLR221C,chrXII,578362,579024
RSA4,YCR072C,chrIII,240805,242352
RSB1,YOR049C,chrXV,422668,423732
RSC1,YGR056W,chrVII,601661,604447
RSC2,YLR357W,chrXII,841331,844000
RSC3,YDR303C,chrIV,1068729,1071386
RSC30,YHR056C,chrVIII,215183,217834
RSC4,YKR008W,chrXI,452201,454078
RSC58,YLR033W,chrXII,208761,210269
RSC6,YCR052W,chrIII,214994,216445
RSC8,YFR037C,chrVI,227513,229186
RSC9,YML127W,chrXIII,17064,18809
RSE1,YML049C,chrXIII,174220,178305
RSF1,YMR030W,chrXIII,330793,331923
RSF2,YJR127C,chrX,658917,663059
RSM10,YDR041W,chrIV,539803,540414
RSM18,YER050C,chrV,253971,254387
RSM19,YNR037C,chrXIV,695052,695327
RSM22,YKL155C,chrXI,159456,161342
RSM23,YGL129C,chrVII,267723,269075
RSM24,YDR175C,chrIV,813193,814152
RSM25,YIL093C,chrIX,187990,188784
RSM26,YJR101W,chrX,618234,619034
RSM27,YGR215W,chrVII,922175,922507
RSM28,YDR494W,chrIV,1436930,1438015
RSM7,YJR113C,chrX,638232,638975
RSN1,YMR266W,chrXIII,798518,801379
RSO55,YLR281C,chrXII,704493,704960
RSP5,YER125W,chrV,410189,412618
RSR1,YGR152C,chrVII,794674,795492
RTA1,YGR213C,chrVII,918512,919465
RTC1,YOL138C,chrXV,61325,65350
RTC2,YBR147W,chrII,536575,537465
RTC3,YHR087W,chrVIII,280820,281155
RTC4,YNL254C,chrXIV,168043,169248
RTC5,YOR118W,chrXV,546857,548560
RTC6,YPL183W-A,chrXVI,199095,199376
RTF1,YGL244W,chrVII,41498,43174
RTG1,YOL067C,chrXV,201985,202518
RTG2,YGL252C,chrVII,25718,27484
RTG3,YBL103C,chrII,22076,23536
RTK1,YDL025C,chrIV,405344,407206
RTN1,YDR233C,chrIV,929470,930357
RTN2,YDL204W,chrIV,94605,95786
RTP1,YMR185W,chrXIII,629025,631970
RTR1,YER139C,chrV,450563,451243
RTR2,YDR066C,chrIV,581908,582498
RTS1,YOR014W,chrXV,357674,359947
RTS2,YOR077W,chrXV,471899,472597
RTS3,YGR161C,chrVII,808629,809420
RTT10,YPL183C,chrXVI,199495,202536
RTT101,YJL047C,chrX,349580,352108
RTT102,YGR275W,chrVII,1043276,1043749
RTT103,YDR289C,chrIV,1038280,1039509
RTT105,YER104W,chrV,366802,367428
RTT106,YNL206C,chrXIV,256788,258155
RTT107,YHR154W,chrVIII,402966,406178
RTT109,YLL002W,chrXII,146291,147601
RUB1,YDR139C,chrIV,733618,733924
RUD3,YOR216C,chrXV,747525,748979
RUF20,YNCF0003C,chrVI,131061,131503
RUF21,YNCF0001C,chrVI,57815,58521
RUF22,YNCF0010C,chrVI,199299,199813
RUF23,YNCF0013W,chrVI,221714,221967
RUF4,RUF4,chrV,377955,378742
RUF5-1,YNCH0007W,chrVIII,212409,213118
RUF5-2,YNCH0008W,chrVIII,214407,215116
RUF6,RUF6,chrXVI,856570,857620
RUF7,RUF7,chrVI,123086,123585
RUF8,RUF8,chrII,462136,463086
RUP1,YOR138C,chrXV,584309,586324
RVB1,YDR190C,chrIV,840604,841995
RVB2,YPL235W,chrXVI,103232,104647
RVS161,YCR009C,chrIII,130745,131542
RVS167,YDR388W,chrIV,1250186,1251634
RXT2,YBR095C,chrII,434406,435698
RXT3,YDL076C,chrIV,320668,321552
SAC1,YKL212W,chrXI,34543,36414
SAC3,YDR159W,chrIV,771877,775782
SAC6,YDR129C,chrIV,713340,715379
SAC7,YDR389W,chrIV,1252537,1254501
SAD1,YFR005C,chrVI,154527,155873
SAE2,YGL175C,chrVII,173285,174322
SAE3,YHR079C-A,chrVIII,262192,262553
SAF1,YBR280C,chrII,762784,764697
SAG1,YJR004C,chrX,442909,444861
SAH1,YER043C,chrV,235770,237119
SAK1,YER129W,chrV,417281,420709
SAL1,YNL083W,chrXIV,471377,472861
SAM1,YLR180W,chrXII,515262,516410
SAM2,YDR502C,chrIV,1453310,1454464
SAM3,YPL274W,chrXVI,22938,24701
SAM35,YHR083W,chrVIII,272627,273616
SAM37,YMR060C,chrXIII,391532,392515
SAM4,YPL273W,chrXVI,25087,26064
SAM50,YNL026W,chrXIV,581920,583374
SAN1,YDR143C,chrIV,742042,743874
SAP1,YER047C,chrV,243810,246503
SAP155,YFR040W,chrVI,234242,237250
SAP185,YJL098W,chrX,242082,245258
SAP190,YKR028W,chrXI,494257,497358
SAP30,YMR263W,chrXIII,794919,795524
SAP4,YGL229C,chrVII,64503,66959
SAR1,YPL218W,chrXVI,138698,139409
SAS10,YDL153C,chrIV,181186,183018
SAS2,YMR127C,chrXIII,522329,523345
SAS3,YBL052C,chrII,119379,121874
SAS4,YDR181C,chrIV,825910,827355
SAS5,YOR213C,chrXV,744535,745281
SAT4,YCR008W,chrIII,128470,130281
SAW1,YAL027W,chrI,94687,95472
SAY1,YGR263C,chrVII,1017967,1019241
SBA1,YKL117W,chrXI,220324,220974
SBE2,YDR351W,chrIV,1178666,1181260
SBE22,YHR103W,chrVIII,320414,322972
SBH1,YER087C-B,chrV,332582,332830
SBH2,YER019C-A,chrV,194273,194539
SBP1,YHL034C,chrVIII,33193,34077
SCC2,YDR180W,chrIV,821295,825776
SCC4,YER147C,chrV,462968,464842
SCD5,YOR329C,chrXV,936731,939349
SCD6,YPR129W,chrXVI,792687,793736
SCEI,Q0160,chrM,61022,61729
SCH9,YHR205W,chrVIII,509363,511837
SCJ1,YMR214W,chrXIII,695350,696483
SCL1,YGL011C,chrVII,474489,475247
SCM3,YDL139C,chrIV,211375,212046
SCM4,YGR049W,chrVII,591314,591877
SCO1,YBR037C,chrII,310565,311452
SCO2,YBR024W,chrII,289445,290350
SCP1,YOR367W,chrXV,1026007,1026609
SCP160,YJL080C,chrX,285558,289226
SCR1,YNCE0024W,chrV,441987,442508
SCS2,YER120W,chrV,401135,401869
SCS22,YBL091C-A,chrII,46565,47180
SCS3,YGL126W,chrVII,270997,272139
SCS7,YMR272C,chrXIII,809623,810777
SCT1,YBL011W,chrII,203538,205817
SCW10,YMR305C,chrXIII,879063,880232
SCW11,YGL028C,chrVII,441281,442909
SCW4,YGR279C,chrVII,1048798,1049958
SCY1,YGL083W,chrVII,353058,355472
SDA1,YGR245C,chrVII,979765,982068
SDC1,YDR469W,chrIV,1399015,1399542
SDC25,YLL016W,chrXII,112847,115993
SDD1,YEL057C,chrV,45020,45721
SDD2,YMR074C,chrXIII,413036,413473
SDD3,YOL098C,chrXV,132725,135838
SDD4,YPR022C,chrXVI,603911,607312
SDH1,YKL148C,chrXI,169207,171129
SDH2,YLL041C,chrXII,53131,53931
SDH3,YKL141W,chrXI,179667,180263
SDH4,YDR178W,chrIV,817950,818495
SDH5,YOL071W,chrXV,196507,196995
SDH6,YDR379C-A,chrIV,1233278,1233517
SDH7,YDR511W,chrIV,1470017,1470418
SDH8,YBR269C,chrII,742160,742576
SDH9,YJL045W,chrX,356024,357928
SDL1,YIL167W,chrIX,29032,30048
SDO1,YLR022C,chrXII,184174,184926
SDP1,YIL113W,chrIX,150559,151188
SDS22,YKL193C,chrXI,78866,79882
SDS23,YGL056C,chrVII,396035,397618
SDS24,YBR214W,chrII,651415,652998
SDS3,YIL084C,chrIX,202276,203259
SDT1,YGL224C,chrVII,78015,78857
SEA4,YBL104C,chrII,18177,21293
SEC1,YDR164C,chrIV,782041,784215
SEC10,YLR166C,chrXII,495429,498044
SEC11,YIR022W,chrIX,398733,399236
SEC12,YNR026C,chrXIV,673274,674689
SEC13,YLR208W,chrXII,559551,560444
SEC14,YMR079W,chrXIII,424989,426059
SEC15,YGL233W,chrVII,59122,61854
SEC16,YPL085W,chrXVI,387067,393654
SEC17,YBL050W,chrII,125125,126119
SEC18,YBR080C,chrII,398614,400890
SEC2,YNL272C,chrXIV,126805,129084
SEC20,YDR498C,chrIV,1445843,1446994
SEC21,YNL287W,chrXIV,91994,94801
SEC22,YLR268W,chrXII,680200,680844
SEC23,YPR181C,chrXVI,897361,899667
SEC24,YIL109C,chrIX,157385,160165
SEC26,YDR238C,chrIV,937895,940816
SEC27,YGL137W,chrVII,249869,252738
SEC28,YIL076W,chrIX,216658,217548
SEC3,YER008C,chrV,167808,171818
SEC31,YDL195W,chrIV,107208,111029
SEC39,YLR440C,chrXII,1015568,1017697
SEC4,YFL005W,chrVI,130334,130981
SEC5,YDR166C,chrIV,786306,789221
SEC53,YFL045C,chrVI,43628,44392
SEC59,YMR013C,chrXIII,295179,296738
SEC6,YIL068C,chrIX,233057,235474
SEC61,YLR378C,chrXII,875736,877178
SEC62,YPL094C,chrXVI,369839,370663
SEC63,YOR254C,chrXV,805032,807023
SEC65,YML105C,chrXIII,57866,58687
SEC66,YBR171W,chrII,578364,578984
SEC7,YDR170C,chrIV,796193,802222
SEC72,YLR292C,chrXII,719789,720370
SEC8,YPR055W,chrXVI,667676,670873
SEC9,YGR009C,chrVII,509047,511002
SED1,YDR077W,chrIV,600793,601809
SED4,YCR067C,chrIII,233125,236322
SED5,YLR026C,chrXII,195450,196472
SEF1,YBL066C,chrII,96669,100115
SEG1,YMR086W,chrXIII,439208,442090
SEG2,YKL105C,chrXI,239185,242583
SEH1,YGL100W,chrVII,313234,314283
SEI1,YLR404W,chrXII,928743,929600
SEM1,YDR363W-A,chrIV,1202128,1202397
SEN1,YLR430W,chrXII,993434,1000129
SEN15,YMR059W,chrXIII,391099,391485
SEN2,YLR105C,chrXII,347047,348180
SEN34,YAR008W,chrI,158966,159793
SEN54,YPL083C,chrXVI,396702,398105
SEO1,YAL067C,chrI,7235,9016
SER1,YOR184W,chrXV,679357,680544
SER2,YGR208W,chrVII,911883,912812
SER3,YER081W,chrV,322686,324095
SER33,YIL074C,chrIX,221081,222490
SES1,YDR023W,chrIV,489508,490896
SET1,YHR119W,chrVIII,346043,349285
SET2,YJL168C,chrX,102227,104428
SET3,YKR029C,chrXI,497578,499833
SET4,YJL105W,chrX,225055,226737
SET5,YHR207C,chrVIII,514905,516485
SET6,YPL165C,chrXVI,237956,239077
SEY1,YOR165W,chrXV,644566,646896
SFA1,YDL168W,chrIV,159604,160764
SFB2,YNL049C,chrXIV,535281,537911
SFB3,YHR098C,chrVIII,299145,301934
SFC1,YJR095W,chrX,609773,610741
SFG1,YOR315W,chrXV,904760,905800
SFH1,YLR321C,chrXII,776584,777864
SFH5,YJL145W,chrX,145160,146044
SFI1,YLL003W,chrXII,143201,146041
SFK1,YKL051W,chrXI,341312,342373
SFL1,YOR140W,chrXV,586981,589281
SFM1,YOR021C,chrXV,372798,373439
SFP1,YLR403W,chrXII,925568,927619
SFT1,YKL006C-A,chrXI,430198,430632
SFT2,YBL102W,chrII,24098,24745
SGA1,YIL099W,chrIX,178004,179653
SGD1,YLR336C,chrXII,799697,802396
SGE1,YPR198W,chrXVI,934034,935665
SGF11,YPL047W,chrXVI,465962,466261
SGF29,YCL010C,chrIII,103571,104350
SGF73,YGL066W,chrVII,377609,379582
SGM1,YJR134C,chrX,673729,675852
SGN1,YIR001C,chrIX,356143,356895
SGO1,YOR073W,chrXV,464771,466543
SGS1,YMR190C,chrXIII,640915,645258
SGT1,YOR057W,chrXV,432186,433373
SGT2,YOR007C,chrXV,338938,339978
SGV1,YPR161C,chrXVI,864449,866422
SHB17,YKR043C,chrXI,520897,521712
SHC1,YER096W,chrV,351698,353236
SHE1,YBL031W,chrII,161699,162715
SHE10,YGL228W,chrVII,67598,69331
SHE2,YKL130C,chrXI,195288,196028
SHE3,YBR130C,chrII,495592,496869
SHE4,YOR035C,chrXV,397735,400104
SHE9,YDR393W,chrIV,1259901,1261271
SHG1,YBR258C,chrII,729734,730162
SHH3,YMR118C,chrXIII,502144,502734
SHH4,YLR164W,chrXII,493883,494389
SHM1,YBR263W,chrII,736264,737736
SHM2,YLR058C,chrXII,257992,259401
SHO1,YER118C,chrV,397952,399055
SHP1,YBL058W,chrII,111437,112708
SHQ1,YIL104C,chrIX,169982,171505
SHR3,YDL212W,chrIV,78426,79058
SHR5,YOL110W,chrXV,109176,109889
SHS1,YDL225W,chrIV,52445,54100
SHU1,YHL006C,chrVIII,98343,98795
SHU2,YDR078C,chrIV,602198,602869
SHY1,YGR112W,chrVII,717358,718527
SIA1,YOR137C,chrXV,581813,583681
SIC1,YLR079W,chrXII,286820,287674
SIF2,YBR103W,chrII,447709,449316
SIL1,YOL031C,chrXV,266264,267529
SIM1,YIL123W,chrIX,128151,129581
SIN3,YOL004W,chrXV,316938,321548
SIN4,YNL236W,chrXIV,206930,209854
SIP1,YDR422C,chrIV,1315326,1317773
SIP18,YMR175W,chrXIII,611016,611255
SIP2,YGL208W,chrVII,97338,98585
SIP3,YNL257C,chrXIV,160631,164320
SIP4,YJL089W,chrX,265926,268415
SIP5,YMR140W,chrXIII,547714,549183
SIR1,YKR101W,chrXI,640540,642504
SIR2,YDL042C,chrIV,376757,378445
SIR3,YLR442C,chrXII,1019315,1022251
SIR4,YDR227W,chrIV,917571,921647
SIS1,YNL007C,chrXIV,618507,619565
SIS2,YKR072C,chrXI,576435,578123
SIT1,YEL065W,chrV,27657,29543
SIT4,YDL047W,chrIV,369771,370706
SIW14,YNL032W,chrXIV,574506,575351
SIZ1,YDR409W,chrIV,1289406,1292120
SKA1,YKL023W,chrXI,393721,394554
SKG1,YKR100C,chrXI,638901,639968
SKG3,YLR187W,chrXII,524865,527945
