Database,UniparcID,Description,Start,End
PROSITE,UPI0000036C72,Ubiquitin-like domain,1,76
PROSITE,UPI000006B762,"Short-chain dehydrogenase/reductase, conserved site",201,229
PROSITE,UPI0000052E07,"S-adenosylmethionine synthetase, conserved site",265,273
PROSITE,UPI0000052E07,"S-adenosylmethionine synthetase, conserved site",118,128
PROSITE,UPI0000069EC0,Ras guanine-nucleotide exchange factors catalytic domain,748,995
PROSITE,UPI0000069EC0,"Ras guanine-nucleotide exchange factor, conserved site",900,941
PROSITE,UPI0000069EC0,"Ras-like guanine nucleotide exchange factor, N-terminal",578,710
PROSITE,UPI000012938B,"4Fe-4S ferredoxin-type, iron-sulphur binding domain",169,199
PROSITE,UPI000012938B,2Fe-2S ferredoxin-type iron-sulfur binding domain,36,127
PROSITE,UPI000012938B,"2Fe-2S ferredoxin, iron-sulphur binding site",87,95
PROSITE,UPI000012938B,"4Fe-4S ferredoxin, iron-sulphur binding, conserved site",179,190
PROSITE,UPI0000129442,"Phosphatidylethanolamine-binding, conserved site",89,111
PROSITE,UPI0000128622,"Zinc finger, CCCH-type",207,235
PROSITE,UPI000004F943,Thioredoxin domain,1,103
PROSITE,UPI000004F943,"Thioredoxin, conserved site",22,40
PROSITE,UPI00001355DB,"v-SNARE, coiled-coil homology domain",132,192
PROSITE,UPI00001355DB,Longin domain,6,117
PROSITE,UPI000005321B,Forkhead-associated (FHA) domain,118,170
PROSITE,UPI0000053273,Pleckstrin homology domain,715,877
PROSITE,UPI0000053273,Citron homology (CNH) domain,938,1279
PROSITE,UPI0000053273,Dbl homology domain,467,657
PROSITE,UPI000005307C,"Tubulin, conserved site",143,149
PROSITE,UPI000006ADDE,"Initiation factor eIF-4 gamma, MA3",644,781
PROSITE,UPI000012F5E8,PRELI/MSF1 domain,1,175
PROSITE,UPI0000053014,WD40 repeat,581,622
PROSITE,UPI0000053014,,581,617
PROSITE,UPI0000053014,"WD40 repeat, conserved site",600,614
PROSITE,UPI0000052F7A,"HEAT, type 2",87,122
PROSITE,UPI000002F88C,"Phosphoinositide 3-kinase, accessory (PIK) domain",293,526
PROSITE,UPI000002F88C,C2 phosphatidylinositol 3-kinase-type domain,14,188
PROSITE,UPI000002F88C,"Phosphatidylinositol 3/4-kinase, conserved site",623,637
PROSITE,UPI000002F88C,"Phosphatidylinositol 3/4-kinase, conserved site",716,736
PROSITE,UPI000002F88C,"Phosphatidylinositol 3-/4-kinase, catalytic domain",593,859
PROSITE,UPI0000135F50,"Modifier of rudimentary, Modr",128,213
PROSITE,UPI000006AFB6,"Alcohol dehydrogenase, zinc-type, conserved site",68,82
PROSITE,UPI0000053049,"von Willebrand factor, type A",125,304
PROSITE,UPI0000053049,Zinc finger C2H2-type,429,449
PROSITE,UPI000006B324,"Heat shock protein 70, conserved site",33,40
PROSITE,UPI000006B324,"Heat shock protein 70, conserved site",373,387
PROSITE,UPI000006B324,"Heat shock protein 70, conserved site",232,245
PROSITE,UPI0000052F69,"HEAT, type 2",171,209
PROSITE,UPI0000052F69,"ABC transporter-like, ATP-binding domain",667,993
PROSITE,UPI0000052F69,"ABC transporter-like, conserved site",544,558
PROSITE,UPI0000135415,EF-hand domain,108,143
PROSITE,UPI00001683AC,Protein kinase domain,415,712
PROSITE,UPI00001683AC,"Serine/threonine-protein kinase, active site",575,587
PROSITE,UPI00001683AC,"Protein kinase, ATP binding site",421,444
PROSITE,UPI00001683AC,Sterile alpha motif domain,25,84
PROSITE,UPI000006C0B3,Zinc finger C2H2-type,171,191
PROSITE,UPI000006C0B3,Zinc finger C2H2-type,169,196
PROSITE,UPI000005320A,"Matrin/U1-C, C2H2-type zinc finger",4,36
PROSITE,UPI000013B796,"Aspartic peptidase, active site",285,296
PROSITE,UPI000013B796,Peptidase family A1 domain,63,394
PROSITE,UPI0000136158,"HEAT, type 2",503,541
PROSITE,UPI000013BE46,,4,213
PROSITE,UPI000013BE46,Small GTPase,6,215
PROSITE,UPI000013BE46,,4,173
PROSITE,UPI000013A143,"Aspartic peptidase, active site",98,109
PROSITE,UPI000013A143,Peptidase family A1 domain,83,475
PROSITE,UPI000013BFD0,"Helicase, C-terminal domain-like",617,766
PROSITE,UPI000013620A,STAS domain,684,834
PROSITE,UPI000013620A,"Sulphate anion transporter, conserved site",166,187
PROSITE,UPI000006ADEE,SH3 domain,26,97
PROSITE,UPI0000136876,Cytidine and deoxycytidylate deaminase domain,162,283
PROSITE,UPI00001683AB,"Transaldolase, active site",43,51
PROSITE,UPI00001683AB,"Transaldolase, active site",141,158
PROSITE,UPI00015CE7D9,"Helicase, C-terminal domain-like",609,758
PROSITE,UPI0000036C75,TOPRIM domain,2,156
PROSITE,UPI0000036C75,"DNA topoisomerase, type IA, central",172,635
PROSITE,UPI0000036C75,"DNA topoisomerase, type IA, active site",346,360
PROSITE,UPI0000037312,Major facilitator superfamily domain,148,586
PROSITE,UPI0000137971,"Ubiquitin-conjugating enzyme E2, catalytic core domain",27,177
PROSITE,UPI0000137971,"Ubiquitin-conjugating enzyme, active site",104,119
PROSITE,UPI000006A4C2,"Integrase, catalytic core",660,835
PROSITE,UPI000006A4C2,"Aspartic peptidase, active site",458,469
PROSITE,UPI00000007A9,Ubiquitin conserved site,255,280
PROSITE,UPI00000007A9,Ubiquitin-like domain,1,76
PROSITE,UPI000006ADB0,"Zinc finger, UBR-type",96,172
PROSITE,UPI0000132C8A,"Dihydroorotase, conserved site",12,20
PROSITE,UPI0000132C8A,"Dihydroorotase, conserved site",256,267
PROSITE,UPI000006984C,PRELI/MSF1 domain,2,172
PROSITE,UPI0000053030,,613,645
PROSITE,UPI0000053030,,487,524
PROSITE,UPI0000053030,,529,564
PROSITE,UPI0000053030,,571,603
PROSITE,UPI0000053030,,384,415
PROSITE,UPI0000053030,"WD40 repeat, conserved site",163,177
PROSITE,UPI0000053030,WD40 repeat,487,528
PROSITE,UPI0000069855,"Zinc finger, BED-type",66,122
PROSITE,UPI00000697D4,,48,232
PROSITE,UPI000006BA9D,"Vacuolar protein sorting protein 36, GLUE domain",7,288
PROSITE,UPI0000069D74,DnaJ domain,9,77
PROSITE,UPI0000069D74,"DnaJ domain, conserved site",54,73
PROSITE,UPI0000069D74,"Heat shock protein DnaJ, cysteine-rich domain",146,240
PROSITE,UPI0000053059,WH2 domain,30,47
PROSITE,UPI000013A3D8,"ABC transporter-like, ATP-binding domain",694,935
PROSITE,UPI000013A3D8,"ABC transporter type 1, transmembrane domain",1032,1345
PROSITE,UPI000013A3D8,"ABC transporter-like, conserved site",835,849
PROSITE,UPI000004F904,"Helicase, C-terminal domain-like",1031,1180
PROSITE,UPI000006A59E,"PSP1, C-terminal",472,565
PROSITE,UPI000016839E,"Integrase, catalytic core",660,829
PROSITE,UPI000016839E,"Aspartic peptidase, active site",458,469
PROSITE,UPI000013B7E1,"Phosphatidylethanolamine-binding, conserved site",73,95
PROSITE,UPI0001F7BD5F,Zn(2)Cys(6) fungal-type DNA-binding domain,14,44
PROSITE,UPI0001F7BD5F,Zn(2)Cys(6) fungal-type DNA-binding domain,14,42
PROSITE,UPI00015CE7DA,"Helicase, C-terminal domain-like",609,758
PROSITE,UPI000006B35A,FAS1 domain,463,604
PROSITE,UPI000016839A,"Integrase, catalytic core",660,835
PROSITE,UPI000016839A,"Aspartic peptidase, active site",458,469
PROSITE,UPI00001683B2,"Integrase, catalytic core",656,831
PROSITE,UPI0000036C73,,1,25
PROSITE,UPI000006A2CD,Ubiquitin-associated domain,365,406
PROSITE,UPI000006A2CD,RWD domain,430,531
PROSITE,UPI000006A2CD,"Helicase superfamily 1/2, ATP-binding domain",614,782
PROSITE,UPI000006A2CD,"Helicase, C-terminal domain-like",845,1020
PROSITE,UPI000013B7E0,Zn(2)Cys(6) fungal-type DNA-binding domain,40,70
PROSITE,UPI000013B7E0,Zn(2)Cys(6) fungal-type DNA-binding domain,40,68
PROSITE,UPI0000000336,High mobility group box domain,43,111
PROSITE,UPI00001683EA,"Alcohol dehydrogenase, zinc-type, conserved site",66,80
PROSITE,UPI0000053015,Glutamine amidotransferase type 2 domain,2,239
PROSITE,UPI0000125584,"Alcohol dehydrogenase, zinc-type, conserved site",93,107
PROSITE,UPI000013B956,"Alcohol dehydrogenase, zinc-type, conserved site",67,81
PROSITE,UPI000013B9D4,"FAD-binding domain, ferredoxin reductase-type",70,173
PROSITE,UPI000012925D,"Aldehyde dehydrogenase, cysteine active site",295,306
PROSITE,UPI000012925D,"Aldehyde dehydrogenase, glutamic acid active site",267,274
PROSITE,UPI000012573F,,580,615
PROSITE,UPI000012573F,WD40 repeat,263,289
PROSITE,UPI000012925E,"Aldehyde dehydrogenase, cysteine active site",295,306
PROSITE,UPI000012925E,"Aldehyde dehydrogenase, glutamic acid active site",267,274
PROSITE,UPI0000125DF0,"Transcription factor, MADS-box",78,138
PROSITE,UPI0000125DF0,"Transcription factor, MADS-box",80,134
PROSITE,UPI0000125DF7,Zn(2)Cys(6) fungal-type DNA-binding domain,20,48
PROSITE,UPI0000125DF7,Zn(2)Cys(6) fungal-type DNA-binding domain,20,48
PROSITE,UPI0000052E47,WD40 repeat,61,102
PROSITE,UPI0000052E47,,61,98
PROSITE,UPI0000052E47,,192,225
PROSITE,UPI0000052E47,,282,319
PROSITE,UPI0000052E47,,103,137
PROSITE,UPI0000052E47,"WD40 repeat, conserved site",211,225
PROSITE,UPI0000126289,"ABC transporter-like, conserved site",573,587
PROSITE,UPI0000126289,"ABC transporter-like, ATP-binding domain",436,672
PROSITE,UPI0000126289,"ABC transporter type 1, transmembrane domain",112,401
PROSITE,UPI000013BA32,Ankyrin repeat,108,140
PROSITE,UPI000013BA32,,108,135
PROSITE,UPI000013BA32,,141,165
PROSITE,UPI0000126B2F,Rab-GAP-TBC domain,37,235
PROSITE,UPI0000126D77,WD40 repeat,67,108
PROSITE,UPI0000126D77,,67,99
PROSITE,UPI00000531EB,SANT/Myb domain,57,106
PROSITE,UPI00000531EB,Myb domain,1,60
PROSITE,UPI0000127044,Zn(2)Cys(6) fungal-type DNA-binding domain,69,97
PROSITE,UPI0000127044,Zn(2)Cys(6) fungal-type DNA-binding domain,69,99
PROSITE,UPI0000127153,Zn(2)Cys(6) fungal-type DNA-binding domain,13,44
PROSITE,UPI0000127153,Zn(2)Cys(6) fungal-type DNA-binding domain,13,42
PROSITE,UPI0000125617,Mitochondrial substrate/solute carrier,116,208
PROSITE,UPI00001B65CA,,2,44
PROSITE,UPI00001279CF,,10,191
PROSITE,UPI0000127EFE,UbiE/COQ5 methyltransferase,62,306
PROSITE,UPI0000127EFE,"UbiE/COQ5 methyltransferase, conserved site",78,93
PROSITE,UPI0000127EFE,"UbiE/COQ5 methyltransferase, conserved site",215,229
PROSITE,UPI00001329EC,Methylglyoxal synthase-like domain,1,147
PROSITE,UPI0000128C82,Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain,25,181
PROSITE,UPI0000128C82,"Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site",66,83
PROSITE,UPI000013BA01,SAP domain,69,103
PROSITE,UPI0000048D4A,Oxygen oxidoreductase covalent FAD-binding site,23,56
PROSITE,UPI0000048D4A,"FAD-binding domain, PCMH-type",19,193
PROSITE,UPI000013B93C,Ubiquitin system component CUE,65,107
PROSITE,UPI000012595E,Adenosine/AMP deaminase active site,703,709
PROSITE,UPI00001683E5,Ubiquitin-associated domain,327,371
PROSITE,UPI00001683E5,Ubiquitin conserved site,28,53
PROSITE,UPI00001683E5,Ubiquitin-like domain,1,77
PROSITE,UPI000013B8F7,B30.2/SPRY domain,172,375
PROSITE,UPI000013B9D0,"tRNA-dihydrouridine synthase, conserved site",115,133
PROSITE,UPI0000052F3B,"Helicase superfamily 1/2, ATP-binding domain",401,580
PROSITE,UPI0000052F3B,"Helicase, C-terminal domain-like",675,858
PROSITE,UPI0000052F3B,"DNA/RNA helicase, ATP-dependent, DEAH-box type, conserved site",511,520
PROSITE,UPI000012DE62,"GHMP kinase, ATP-binding, conserved site",140,151
PROSITE,UPI000012661B,Major facilitator superfamily domain,71,526
PROSITE,UPI00000531C0,"Hydroxymethylglutaryl-coenzyme A synthase, active site",147,162
PROSITE,UPI000012A148,"Cytochrome P450, conserved site",469,478
PROSITE,UPI000013B942,Major facilitator superfamily domain,72,526
PROSITE,UPI0000126D81,Acyltransferase ChoActase/COT/CPT,356,383
PROSITE,UPI0000126D81,Acyltransferase ChoActase/COT/CPT,74,89
PROSITE,UPI0000111F87,"Heavy metal-associated domain, HMA",6,69
PROSITE,UPI0000127258,"Serine/threonine-protein kinase, active site",200,212
PROSITE,UPI0000127258,"Protein kinase, ATP binding site",88,114
PROSITE,UPI0000127258,POLO box domain,614,700
PROSITE,UPI0000127258,Protein kinase domain,82,337
PROSITE,UPI0000052F56,"Cyclins, cyclin-box",72,103
PROSITE,UPI0000052EF5,CLU domain,339,596
PROSITE,UPI000013B940,FCP1 homology domain,170,363
PROSITE,UPI000013B940,BRCT domain,499,593
PROSITE,UPI0000130FD5,Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase,201,206
PROSITE,UPI00001683E4,,22,76
PROSITE,UPI000013B9E5,Ubiquitin system component CUE,74,116
PROSITE,UPI000012AD90,Dbl homology domain,112,295
PROSITE,UPI00001288B0,"Cytochrome b5, heme-binding site",119,126
PROSITE,UPI00001288B0,FMN hydroxy acid dehydrogenase domain,197,563
PROSITE,UPI00001288B0,"FMN-dependent alpha-hydroxy acid dehydrogenase, active site",451,457
PROSITE,UPI00001288B0,Cytochrome b5-like heme/steroid binding domain,88,165
PROSITE,UPI0000128E18,DhaK domain,7,353
PROSITE,UPI0000128E18,DhaL domain,386,582
PROSITE,UPI000012B101,"Zinc finger, GATA-type",472,502
PROSITE,UPI000012B101,"Zinc finger, GATA-type",472,497
PROSITE,UPI0000126209,"P-type ATPase, phosphorylation site",566,572
PROSITE,UPI000013B8AF,"CTLH, C-terminal LisH motif",130,213
PROSITE,UPI000012F695,"Ribonuclease II/R, conserved site",821,845
PROSITE,UPI00000530B6,ARID DNA-binding domain,185,279
PROSITE,UPI00000530B6,JmjN domain,118,159
PROSITE,UPI00000530B6,"Zinc finger, PHD-type, conserved site",1241,1287
PROSITE,UPI00000530B6,"Zinc finger, PHD-finger",1238,1290
PROSITE,UPI00000530B6,JmjC domain,476,695
PROSITE,UPI000012E618,Vicinal oxygen chelate (VOC) domain,182,322
PROSITE,UPI000012E618,"Glyoxalase I, conserved site",260,276
PROSITE,UPI000012E618,"Glyoxalase I, conserved site",185,206
PROSITE,UPI00001683E1,,13,202
PROSITE,UPI00001683E1,GMP synthetase ATP pyrophosphatase domain,203,400
PROSITE,UPI00000530E3,WD40 repeat,433,474
PROSITE,UPI00000530E3,,433,466
PROSITE,UPI00000530E3,"WD40 repeat, conserved site",452,466
PROSITE,UPI0000052F14,"RNA helicase, DEAD-box type, Q motif",42,70
PROSITE,UPI0000052F14,"ATP-dependent RNA helicase DEAD-box, conserved site",194,202
PROSITE,UPI0000052F14,"Helicase superfamily 1/2, ATP-binding domain",73,249
PROSITE,UPI0000052F14,"Helicase, C-terminal domain-like",263,433
PROSITE,UPI000012B1AE,"Amidase, conserved site",128,159
PROSITE,UPI000013B903,Rab-GAP-TBC domain,297,477
PROSITE,UPI000003AC9C,"Hydroxymethylglutaryl-CoA reductase, class I/II, conserved site",956,963
PROSITE,UPI000003AC9C,Sterol-sensing domain,189,357
PROSITE,UPI000003AC9C,"Hydroxymethylglutaryl-CoA reductase, class I/II, conserved site",1010,1023
PROSITE,UPI000003AC9C,"Hydroxymethylglutaryl-CoA reductase, class I/II",618,1025
PROSITE,UPI000003AC9C,"Hydroxymethylglutaryl-CoA reductase, class I/II, conserved site",801,815
PROSITE,UPI0000052EE0,"Heat shock protein Hsp90, conserved site",24,33
PROSITE,UPI000014FDC2,SAM-dependent methyltransferase SMT-type,73,368
PROSITE,UPI000012A151,"GHMP kinase, ATP-binding, conserved site",150,160
PROSITE,UPI000004F954,Major facilitator superfamily domain,59,508
PROSITE,UPI000004F954,"Sugar transporter, conserved site",368,385
PROSITE,UPI000004F954,"Sugar transporter, conserved site",167,192
PROSITE,UPI000012A17E,"Enolase, conserved site",343,356
PROSITE,UPI00001683D9,"Peptidase S26A, signal peptidase I, lysine active site",84,96
PROSITE,UPI00001683D9,"Peptidase S26A, signal peptidase I, serine active site",38,45
PROSITE,UPI0000052F12,GOLD domain,33,121
PROSITE,UPI000013BA35,Cytochrome b5-like heme/steroid binding domain,122,200
PROSITE,UPI000013BA35,"Cytochrome b5, heme-binding site",154,161
PROSITE,UPI000013B917,Leucine-rich repeat,1390,1411
PROSITE,UPI000013B9C1,"Zinc finger, RING-type",180,233
PROSITE,UPI000013B9C1,TRIAD supradomain,176,455
PROSITE,UPI000012E28A,"AMP-binding, conserved site",267,278
PROSITE,UPI000013BA4C,,274,304
PROSITE,UPI000013BA4C,,169,202
PROSITE,UPI000013BA4C,WD40 repeat,274,314
PROSITE,UPI00000530BB,Copper fist DNA-binding domain,1,39
PROSITE,UPI00000530BB,Copper fist DNA-binding domain,1,40
PROSITE,UPI000012A6F6,"Multicopper oxidase, copper-binding site",483,494
PROSITE,UPI000012A6F6,"Multicopper oxidases, conserved site",478,498
PROSITE,UPI000012AB5F,"Folylpolyglutamate synthetase, conserved site",27,50
PROSITE,UPI000012AB5F,"Folylpolyglutamate synthetase, conserved site",121,136
PROSITE,UPI000012F480,Rhodanese-like domain,261,373
PROSITE,UPI000012A817,FKBP-type peptidyl-prolyl cis-trans isomerase domain,324,410
PROSITE,UPI000012F3CA,Zinc finger C2H2-type,346,373
PROSITE,UPI000012F3CA,Zinc finger C2H2-type,348,368
PROSITE,UPI000004F959,"Glutathione S-transferase, C-terminal-like",197,349
PROSITE,UPI000012C66F,Biotin carboxylation domain,134,635
PROSITE,UPI000012C66F,"Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain",323,337
PROSITE,UPI000012C66F,"Acetyl-coenzyme A carboxyltransferase, N-terminal",1532,1867
PROSITE,UPI000012C66F,"Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain",453,460
PROSITE,UPI000012C66F,ATP-grasp fold,292,484
PROSITE,UPI000012C66F,Biotin-binding site,794,811
PROSITE,UPI000012C66F,"Acetyl-coenzyme A carboxyltransferase, C-terminal",1871,2187
PROSITE,UPI000012C66F,Biotin/lipoyl attachment,763,837
PROSITE,UPI00001683E6,"Large ribosomal subunit protein uL30, conserved site",22,54
PROSITE,UPI000004F957,"Aldehyde dehydrogenase, glutamic acid active site",235,242
PROSITE,UPI000012F623,Zinc finger C2H2-type,649,670
PROSITE,UPI000012F623,Zinc finger C2H2-type,676,703
PROSITE,UPI000012C941,"DnaJ domain, conserved site",62,81
PROSITE,UPI000012C941,DnaJ domain,21,85
PROSITE,UPI0000128C32,F-BAR domain,1,261
PROSITE,UPI0000128C32,SH3 domain,599,667
PROSITE,UPI000012F689,TrmE-type guanine nucleotide-binding domain,274,444
PROSITE,UPI00000531C3,Class I myosin tail homology domain,771,961
PROSITE,UPI00000531C3,"Myosin head, motor domain-like",36,715
PROSITE,UPI00000531C3,SH3 domain,1085,1147
PROSITE,UPI00001683E2,Ribosomal RNA adenine methyltransferase KsgA/Erm,14,322
PROSITE,UPI000004EEDA,"RNA helicase UPF1, Cys/His rich zinc-binding domain",54,208
PROSITE,UPI000013BA33,GNAT domain,88,274
PROSITE,UPI000012D53A,"TPP-binding enzyme, conserved site",533,552
PROSITE,UPI00000534E9,CBS domain,185,241
PROSITE,UPI00000534E9,"IMP dehydrogenase / GMP reductase, conserved site",326,338
PROSITE,UPI000012D634,"Peptidase S26A, signal peptidase I, conserved site",119,132
PROSITE,UPI000012D634,"Peptidase S26A, signal peptidase I, serine active site",39,46
PROSITE,UPI0000052ED9,Cyclic nucleotide-binding domain,814,947
PROSITE,UPI0000052ED9,Patatin-like phospholipase domain,1373,1537
PROSITE,UPI0000052ED9,"Lysophospholipase patatin, conserved site",1376,1408
PROSITE,UPI000013B91D,"Short-chain dehydrogenase/reductase, conserved site",155,183
PROSITE,UPI0000035CF1,"Transcription factor, MADS-box",18,72
PROSITE,UPI0000035CF1,"Transcription factor, MADS-box",16,76
PROSITE,UPI000012EE6E,Phox homology,782,905
PROSITE,UPI000012EE6E,Phox-associated domain,85,273
PROSITE,UPI000013B90C,"AB hydrolase 4, conserved site",323,364
PROSITE,UPI0000052FFA,"Clathrin, heavy chain/VPS, 7-fold repeat",406,583
PROSITE,UPI0000052FFA,"Zinc finger, RING-type",928,972
PROSITE,UPI000013BA0E,Tetratricopeptide repeat,394,427
PROSITE,UPI000013B9F5,"FAD-binding domain, ferredoxin reductase-type",70,173
PROSITE,UPI0000131854,"Alpha-D-phosphohexomutase, conserved site",113,122
PROSITE,UPI0000131BC7,"Lysophospholipase, catalytic domain",36,588
PROSITE,UPI0000131BC6,"Lysophospholipase, catalytic domain",35,586
PROSITE,UPI00000531C8,"DNA mismatch repair, conserved site",95,101
PROSITE,UPI000013B8F2,Mitochondrial substrate/solute carrier,51,138
PROSITE,UPI0000052E6B,Ribonuclease III domain,139,205
PROSITE,UPI0000052E6B,Double-stranded RNA-binding domain,302,372
PROSITE,UPI00001271DF,"Serine carboxypeptidases, histidine active site",498,515
PROSITE,UPI00001271DF,"Serine carboxypeptidase, serine active site",253,260
PROSITE,UPI0000052FDE,Proteasome alpha-type subunit,21,234
PROSITE,UPI0000052FDE,"Proteasome alpha-subunit, N-terminal domain",6,28
PROSITE,UPI0000053272,,152,158
PROSITE,UPI0000052FE0,Proteasome alpha-type subunit,20,247
PROSITE,UPI0000052FE0,"Proteasome alpha-subunit, N-terminal domain",5,27
PROSITE,UPI000013B941,"Alpha-D-phosphohexomutase, conserved site",152,161
PROSITE,UPI0000035CF5,LIS1 homology motif,51,83
PROSITE,UPI000013BA48,Circularly permuted (CP)-type guanine nucleotide-binding (G) domain,42,228
PROSITE,UPI000013BA4B,"Zinc finger, MYND-type",514,555
PROSITE,UPI0000053143,"Zinc finger, PHD-finger",260,309
PROSITE,UPI0000053143,"Zinc finger, PHD-type, conserved site",263,306
PROSITE,UPI000012FA98,Phox homology,128,247
PROSITE,UPI0000052DF1,"Hypoxia induced protein, domain",5,96
PROSITE,UPI0000052FC4,RNA recognition motif domain,653,726
PROSITE,UPI000013B92C,"Zinc finger, RING-type",1508,1555
PROSITE,UPI0000052EAB,Proteasome component (PCI) domain,608,783
PROSITE,UPI0000053065,"Nuclear pore complex protein Nup98-Nup96-like, autopeptidase S59 domain",967,1109
PROSITE,UPI000013B8D3,RNA-recognition motif (RRM) Nup35-type domain,247,352
PROSITE,UPI00000531B0,Bromo adjacent homology (BAH) domain,48,188
PROSITE,UPI0000132EDE,"Large ribosomal subunit protein eL13, conserved site",70,84
PROSITE,UPI00001683DE,Large ribosomal subunit protein eL36,52,62
PROSITE,UPI000013B95D,Stress-induced protein SRP1/TIP1,99,105
PROSITE,UPI00001683D5,"Large ribosomal subunit protein eL15, conserved site",46,69
PROSITE,UPI00001683B9,"Large ribosomal subunit protein eL6, conserved site",72,90
PROSITE,UPI000013BA43,Macro domain,34,230
PROSITE,UPI0000132F1E,"Small ribosomal subunit protein eS17, conserved site",41,56
PROSITE,UPI0000134A13,,413,448
PROSITE,UPI0000134A13,WD40 repeat,317,359
PROSITE,UPI0000134A13,"WD40 repeat, conserved site",382,396
PROSITE,UPI0000052FA5,"Phosphofructokinase, conserved site",475,493
PROSITE,UPI00001318AC,"Sugar transporter, conserved site",170,195
PROSITE,UPI00001318AC,Major facilitator superfamily domain,65,547
PROSITE,UPI00001318AC,"Sugar transporter, conserved site",409,425
PROSITE,UPI00001683C4,Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase,476,481
PROSITE,UPI00001D479D,"Heat shock protein DnaJ, cysteine-rich domain",156,237
PROSITE,UPI00001D479D,"DnaJ domain, conserved site",65,84
PROSITE,UPI00001D479D,DnaJ domain,23,88
PROSITE,UPI00001356B9,Glycoside hydrolase family 17,320,333
PROSITE,UPI00001683D1,CRAL-TRIO lipid binding domain,99,272
PROSITE,UPI00000530D7,RNA recognition motif domain,117,195
PROSITE,UPI00001327E0,"Rad18, zinc finger UBZ4-type",144,174
PROSITE,UPI00000531CC,"DNA/RNA helicase, ATP-dependent, DEAH-box type, conserved site",803,812
PROSITE,UPI00000531CC,HRDC domain,1272,1351
PROSITE,UPI00000531CC,"Helicase, C-terminal domain-like",886,1035
PROSITE,UPI00000531CC,"Helicase superfamily 1/2, ATP-binding domain",687,864
PROSITE,UPI000013300E,"XPA, conserved site",226,242
PROSITE,UPI000013300E,"Zinc finger, XPA-type, conserved site",191,216
PROSITE,UPI000013BA47,,18,224
PROSITE,UPI000013BA47,Pyridoxal 5'-phosphate synthase subunit PdxT/SNO,15,222
PROSITE,UPI000013BA47,"PdxT/SNO family, conserved site",61,71
PROSITE,UPI0000133817,Zinc finger C2H2-type,19,49
PROSITE,UPI0000133817,Zinc finger C2H2-type,52,73
PROSITE,UPI0000135B58,Pyridoxal 5'-phosphate synthase subunit PdxS/SNZ,205,223
PROSITE,UPI0000135B58,Pyridoxal 5'-phosphate synthase subunit PdxS/SNZ,8,297
PROSITE,UPI00000532AA,"Serine/threonine-protein kinase, active site",160,172
PROSITE,UPI00000532AA,"Protein kinase, ATP binding site",45,69
PROSITE,UPI00000532AA,Protein kinase domain,39,322
PROSITE,UPI000013BA0D,Target SNARE coiled-coil homology domain,330,392
PROSITE,UPI0000038E52,"Di-trans-poly-cis-decaprenylcistransferase-like, conserved site",243,260
PROSITE,UPI00000531D3,Ribonuclease H domain,184,346
PROSITE,UPI00001344F1,Double-stranded RNA-binding domain,369,437
PROSITE,UPI00001344F1,Ribonuclease III domain,238,246
PROSITE,UPI00001344F1,Ribonuclease III domain,227,331
PROSITE,UPI0000036C2F,"Small ribosomal subunit protein uS9, conserved site",71,89
PROSITE,UPI0000036C3A,"Small ribosomal subunit protein uS13, conserved site",123,136
PROSITE,UPI0000036C3A,,17,146
PROSITE,UPI0000036C7F,"Small ribosomal subunit protein eS1, conserved site",61,73
PROSITE,UPI0000134AD6,S1 domain,895,971
PROSITE,UPI0000136BAE,,16,244
PROSITE,UPI000013B9F6,DNA-binding RFX-type winged-helix domain,395,476
PROSITE,UPI0000052EBF,Synaptotagmin-like mitochondrial-lipid-binding domain,272,479
PROSITE,UPI0000052EBF,C2 domain,470,596
PROSITE,UPI0000053040,WD40 repeat,6,47
PROSITE,UPI0000053040,"WD40 repeat, conserved site",67,81
PROSITE,UPI0000053040,,48,85
PROSITE,UPI0000053040,,6,37
PROSITE,UPI000013556F,"Histone acetyltransferase domain, MYST-type",45,338
PROSITE,UPI000013B9D1,Zinc finger C2H2-type,61,88
PROSITE,UPI000013B9D1,Zinc finger C2H2-type,63,83
PROSITE,UPI00001356B5,"Cytochrome b5, heme-binding site",41,48
PROSITE,UPI00001356B5,Cytochrome b5-like heme/steroid binding domain,9,90
PROSITE,UPI0000036C83,"Succinate dehydrogenase, cytochrome b subunit, conserved site",73,97
PROSITE,UPI0000036C83,"Succinate dehydrogenase, cytochrome b subunit, conserved site",154,167
PROSITE,UPI000012DEF9,Protein kinase domain,158,706
PROSITE,UPI000012DEF9,"Protein kinase, ATP binding site",164,187
PROSITE,UPI000012DEF9,"Serine/threonine-protein kinase, active site",290,302
PROSITE,UPI0000135C78,"Transcription regulator HTH, APSES-type DNA-binding domain",414,520
PROSITE,UPI0000135FE4,"Syntaxin/epimorphin, conserved site",200,239
PROSITE,UPI0000135FE4,Target SNARE coiled-coil homology domain,194,256
PROSITE,UPI00001360AE,Zn(2)Cys(6) fungal-type DNA-binding domain,86,113
