REGION,GENE,SGDID,CHROM,START,STOP,STRAND,PROTEIN_LENGTH,GENE_NAME,DESCRIPTION,SUMMARY
YJL181W,RBH1,S000003717,chrX,85660,87495,1,611,Ran Binding domain Homolog,Putative protein of unknown function,Protein whose biological role and cellular location are unknown
YJR030C,RBH2,S000003791,chrX,483959,486196,-1,745,Ran Binding domain Homolog,Putative protein of unknown function,Protein involved in hexose catabolism
YJL204C,RCY1,S000003740,chrX,50629,53151,-1,840,ReCYcling,F-box protein involved in recycling endocytosed proteins,"SNARE-binding protein involved in endocytosis, endocytic recycling, and early endosome-to-Golgi transport; localizes to endosomoes, Golgi apparatus, and cellular buds"
YJR021C,REC107,S000003782,chrX,468555,469579,-1,314,RECombination,Protein involved in early stages of meiotic recombination,Protein involved in meiotic recombination; localized to condensed nuclear chomosome
YJL217W,REE1,S000003753,chrX,23133,23729,1,198,REgulation of Enolase,Cytoplasmic protein involved in the regulation of enolase (ENO1),Protein whose biological role is unknown; localizes to the cytoplasm in a large-scale study
YJL173C,RFA3,S000003709,chrX,96161,96529,-1,122,Replication Factor A,Subunit of heterotrimeric Replication Protein A (RPA),"DNA binding subunit of replication protein A complex involved in DNA recombination, replication and repair processes, including telomere maintenance, nucleotide-excision repair, mitotic recombination and double-strand break repair; localized to condensed nuclear chromosome, telomeric regions of chromosomes"
YJR068W,RFC2,S000003829,chrX,567643,568704,1,353,Replication Factor C,Subunit of heteropentameric Replication factor C (RF-C),"Protein subunit of the CTF18-RTF, DNA replication factor C, ELG1-RFC, and Rad17 RFC-like complexes that contributes to DNA clamp loading; involved in DNA replication checkpoint signaling, leading strand elongation, mismatch repair and sister chromatid cohesion; localized to the nucleus"
YJL026W,RNR2,S000003563,chrX,392404,393603,1,399,RiboNucleotide Reductase,"Ribonucleotide-diphosphate reductase (RNR), small subunit",Ribonucleoside-diphosphate reductase involved in deoxyribonucleotide biosynthesis; subunit of ribonucleoside-diphosphate reductase complex; localizes to both nucleus and cytoplasm
YJL144W,ROQ1,S000003680,chrX,146359,146673,1,104,Regulator Of Quality control,Ub-ligase substrate-specificity factor,Regulator of the Ubr1p E3 ubiquitin ligase involved in the stress-induced homeostatically regulated protein degradation (SHRED) pathway; involved in the cellular dessication response; localizes to the cytoplasm
YJR063W,RPA12,S000003824,chrX,555195,555572,1,125,RNA Polymerase A,RNA polymerase I subunit A12.2,"Subunit of the RNA polymerase I complex that binds zinc and RNA polymerase II-specific DNA-binding transcription factors; involved in nucleolar large ribosomal RNA (rRNA) transcrition, termination of RNA polymerase I transcription; has been shown to negatively regulate transcription of AYR1"
YJL148W,RPA34,S000003684,chrX,140437,141138,1,233,RNA Polymerase A,RNA polymerase I subunit A34.5,Subunit of the RNA polymerase I complex; involved in nucleolar large ribosomal RNA (rRNA) transcription by RNA polymerase I; localized to the nucleolus
YJL140W,RPB4,S000003676,chrX,150961,151626,1,221,RNA Polymerase B,RNA polymerase II subunit B32,"Subunit of the RNA polymerase II core complex that contributes to RNA  directed 5'-3' polymerase activity; involved in transcription initiation at RNA polymerase II promoter sites; involved in messenger RNA (mRNA) export from nucleus during heat stress and deadenylation-dependent decay of mRNA; localized to P-body, nucleus and cytoplasm"
YJL011C,RPC17,S000003548,chrX,414285,414770,-1,161,RNA Polymerase C,RNA polymerase III subunit C17,Subunit of DNA-directed RNA polymerase III complex that contributes to RNA polymerase III activity; involved in transcription initiation from RNA polymerase III promoter and transfer RNA (tRNA) transcription by RNA polymerase III; localizes to nucleus and cytosol
YJL121C,RPE1,S000003657,chrX,190374,191090,-1,238,Ribulose 5-Phosphate Epimerase,D-ribulose-5-phosphate 3-epimerase,Cytosolic ribulose-phosphate 3-epimerase involved in the pentose-phosphate shunt of glucose-6-phosphate catabolism
YJL177W,RPL17B,S000003713,chrX,90786,91657,1,184,Ribosomal Protein of the Large subunit,Ribosomal 60S subunit protein L17B,Subunit of the cytosolic large ribosomal subunit; required for production of mature 60S subunits via 27SB pre-rRNA processing in C2 site of ITS2
YJL189W,RPL39,S000003725,chrX,75933,76474,1,51,Ribosomal Protein of the Large subunit,Ribosomal 60S subunit protein L39,Subunit of the cytosolic large ribosomal subunit; involved in translation
YJR094W-A,RPL43B,S000003855,chrX,608305,608858,1,92,Ribosomal Protein of the Large subunit,Ribosomal 60S subunit protein L43B,Subunit of the cytosolic large ribosomal subunit; involved in translation
YJL191W,RPS14B,S000003727,chrX,73787,74611,1,138,Ribosomal Protein of the Small subunit,Protein component of the small (40S) ribosomal subunit,rRNA-binding constituent of the cytosolic small ribosomal subunit; involved in maturation of the small subunit rRNA and assembly of the small ribosomal subunit
YJL136C,RPS21B,S000003672,chrX,156550,157273,-1,87,Ribosomal Protein of the Small subunit,Protein component of the small (40S) ribosomal subunit,"Subunit of the cytosolic small ribosomal subunit; involved in rRNA processing, and translation"
YJL190C,RPS22A,S000003726,chrX,74910,75302,-1,130,Ribosomal Protein of the Small subunit,Protein component of the small (40S) ribosomal subunit,Subunit of the cytosolic small ribosomal subunit; involved in translation
YJR145C,RPS4A,S000003906,chrX,702027,703068,-1,261,Ribosomal Protein of the Small subunit,Protein component of the small (40S) ribosomal subunit,Subunit of the cytosolic small ribosomal subunit; involved in translation
YJR123W,RPS5,S000003884,chrX,651901,652578,1,225,Ribosomal Protein of the Small subunit,Protein component of the small (40S) ribosomal subunit,Subunit of the cytosolic small ribosomal subunit; involved in nuclear export of rRNA and regulation of translational fidelity
YJL025W,RRN7,S000003562,chrX,393967,395511,1,514,Regulation of RNA polymerase I,Component of the core factor (CF) rDNA transcription factor complex,DNA-binding RNA polymerase I transcription factor involved in transcription of the nuclear large rRNA transcript; binds TATA-binding protein TBP; subunit of the RNA polymerase I core factor complex
YJR127C,RSF2,S000003888,chrX,658917,663059,-1,1380,ReSpiration Factor,Zinc-finger protein,Sequence-specific DNA binding protein involved in transcription regulation; localizes to both nucleus and cytoplasm
YJR101W,RSM26,S000003862,chrX,618234,619034,1,266,Ribosomal Small subunit of Mitochondria,Mitochondrial ribosomal protein of the small subunit,"Component of the small subunit of the mitochondrial ribosome, which mediates translation in the mitochondrion"
YJR113C,RSM7,S000003874,chrX,638232,638975,-1,247,Ribosomal Small subunit of Mitochondria,Mitochondrial ribosomal protein of the small subunit,"Component of the small subunit of the mitochondrial ribosome, which mediates translation in the mitochondrion"
YJL047C,RTT101,S000003583,chrX,349580,352108,-1,842,Regulator of Ty1 Transposition,Cullin subunit of a Roc1p-dependent E3 ubiquitin ligase complex,"Ubiquitin-protein transferase of the Cul8-RING ubiquitin ligase complex; involved in protein catabolism, rRNA decay, replication fork processing, RNA-mediated transposition, and regulation of mitotic nuclear division; localizes to the nucleus and cytoplasm"
YJR004C,SAG1,S000003764,chrX,442909,444861,-1,650,Sexual AGglutination,Alpha-agglutinin of alpha-cells,Agglutinin protein that adheres cells during mating and conjugation
YJL098W,SAP185,S000003634,chrX,242082,245258,1,1058,Sit4 Associated Protein,Protein that forms a complex with the Sit4p protein phosphatase,Subunit of the SIT4-SAP185 phosphatase complex that mediates G1/S mitotic cell cycle progression; also involved in tRNA wobble uridine modification
YJL080C,SCP160,S000003616,chrX,285558,289226,-1,1222,S. cerevisiae protein involved in the Control of Ploidy,Essential RNA-binding G protein effector of mating response pathway,"mRNA binding protein involved in mRNA localization, chromatin silencing at silent mating type cassette and telomere, chromosome seggregation and pheromone dependent signal transduction; localizes to cytoplasm, endoplasmic reticulum membrane and polysome"
YJL045W,SDH9,S000003581,chrX,356024,357928,1,634,Succinate DeHydrogenase,Minor succinate dehydrogenase isozyme,"Succinate dehydrogenase involved in cellular respiration, localizes to mitochondria"
YJL168C,SET2,S000003704,chrX,102227,104428,-1,733,SET domain-containing,Histone methyltransferase with a role in transcriptional elongation,"H3-K36 specific histone methyltransferase that regulates histone acetylation, histone exchange, and DNA-templated transcription; negatively regulates antisense RNA transcription; localizes to the nucleus and relocalizes to the cytosol in response to hypoxia"
YJL105W,SET4,S000003641,chrX,225055,226737,1,560,SET domain-containing,Chromatin-associated protein involved in control of stress response,Protein involved in response to oxidative stress and regulation of histone acetylation in chromosome subtelomeric regions
YJR095W,SFC1,S000003856,chrX,609773,610741,1,322,Succinate-Fumarate Carrier,Mitochondrial succinate-fumarate transporter,Mitochondrial succinate:fumarate antiporter that transfers succinate and fumarate in opposite directions from one side of a membrane to the other
YJL145W,SFH5,S000003681,chrX,145160,146044,1,294,Sec Fourteen Homolog,Unusual phosphatidylinositol transfer protein (PITP) that binds heme,"Phosphatidylinositol transporter involved in regulation of exocytosis, regulation of establishment of cell polarity, and Golgi-to-plasma membrane protein transport; localizes to plasma membrane, vacuole membrane, cytoplasm, nucleus, and cortical endoplasmic reticulum"
YJR134C,SGM1,S000003895,chrX,673729,675852,-1,707,Slow growth on Galactose and Mannose,Protein of unknown function,Protein whose biological role is unknown; localizes to the Golgi apparatus and colocalizes with COPI-coated vesicles in a large-scale study
YJL089W,SIP4,S000003625,chrX,265926,268415,1,829,SNF1-Interacting Protein,C6 zinc cluster transcriptional activator,"Sequence-specific DNA-binding transcription factor that positively regulates gluconeogenesis, and negatively regulates invasive growth in response to glucose limitation; localizes to nucleus"
YJL074C,SMC3,S000003610,chrX,299157,302849,-1,1230,Stability of MiniChromosomes,Subunit of the multiprotein cohesin complex,"Subunit of the nuclear mitotic cohesin complex that has ATPase activity; involved in sister chromatid cohesion, synaptonemal complex assembly, and double-strand break repair"
YJL147C,SMT1,S000003683,chrX,141419,142567,-1,382,Suppression of Mitochondrial Translation,Translational repressor of the mitochondrial ATP6/8 mRNA,Protein whose biological role is unknown; localizes to the mitochondrion in a large-scale study
YJL151C,SNA3,S000003687,chrX,136372,136773,-1,133,Sensitivity to NA+,Protein involved in efficient MVB sorting of proteins to the vacuole,Membrane protein that binds to ubiquitin protein ligase enzymes and plays roles in protein catabolism and endosome transport via the multivesicular body sorting pathway; localizes to the vacuole and vacuole lumen
YJL036W,SNX4,S000003573,chrX,378825,380096,1,423,Sorting NeXin,Sorting nexin,"Phosphatidylinositol-3-phosphate-binding protein of the phagophore assembly site, early endosome, cyosol, and perinuclear region of the cytoplasm; involved in early endosome-to-Golgi transport, autophagy of the mitochondrion, endocytic recycling, protein localization to the vacuole and endosome, and cytoplasm-to-vacuole transport by the Cvt pathway"
YJR104C,SOD1,S000003865,chrX,622550,623014,-1,154,SuperOxide Dismutase,Cytosolic copper-zinc superoxide dismutase,"Superoxide dismutase involved in copper and zinc homeostasis, superoxide and hydrogen sulfide metabolism, cell aging, cell wall organization, regulation of cellular respiration, and regulation of transcription in response to oxidative stress; localized to the nucleus, cytosol, and mitochondrial intermembrane space"
YJL192C,SOP4,S000003728,chrX,72710,73414,-1,234,Suppressor Of Pma1-7,ER-membrane protein,Membrane protein involved in ER-to-Golgi vesicle-mediated transport; localizes to endoplasmic reticulum
YJR159W,SOR1,S000003920,chrX,736044,737117,1,357,,Sorbitol dehydrogenase,L-iditol:NAD oxidoreductase implicated in hexose metabolism
YJR010C-A,SPC1,S000003770,chrX,458077,458361,-1,94,Signal Peptidase Complex,Subunit of the signal peptidase complex (SPC),Subunit of signal peptidase complex involved in signal peptide processing and protein targeting to ER; localizes to endoplasmic reticulum
YJL127C,SPT10,S000003663,chrX,182298,184220,-1,640,SuPpressor of Ty,Histone H3 acetylase with a role in transcriptional regulation,"Histone H3 acetylase with a role in cell-cycle specific transcriptional regulation of histone genes via recruitment of SWI/SNF; also implicated in DNA repair, and chromatin silencing at rDNA and mating loci"
YJL092W,SRS2,S000003628,chrX,257423,260947,1,1174,Suppressor of Rad Six,DNA helicase and DNA-dependent ATPase,"ATP-dependent 3' to 5' DNA helicase involved in double-strand break repair, DNA duplex unwinding and disassembling Rad51 nucleoprotein filaments during meiosis; localized to the nucleus"
YJR045C,SSC1,S000003806,chrX,519638,521602,-1,654,Stress-Seventy subfamily C,Hsp70 family ATPase,ATPase involved in protein import into mitochondrial matrix and protein refolding and unfolding
YJL156C,SSY5,S000003692,chrX,126853,128952,-1,699,Sulfonylurea Sensitive on YPD,Serine protease of SPS plasma membrane amino acid sensor system,Peripheral plasma membrane serine-type endopeptidase involved in response to amino acid stimulus and protein processing
YJR086W,STE18,S000003846,chrX,586068,586400,1,110,STErile,G protein gamma subunit,G-protein beta-subunit binding protein involved in transduction of mating signal; subunit of heterotrimeric G-protein complex; localizes to cell periphery and plasma membrane
YJR117W,STE24,S000003878,chrX,642007,643368,1,453,STErile,Highly conserved zinc metalloprotease,"Metalloendopeptidase involved in the CAAX-box dependent processing and maturation of a-factor mating pheromone; localizes to both the inner nuclear membrane, and integral to the endoplasmic reticulum membrane"
YJR130C,STR2,S000003891,chrX,665218,667137,-1,639,Sulfur TRansfer,"Cystathionine gamma-synthase, converts cysteine into cystathionine",Cystathionine gamma-synthase involved in sulfur compound metabolism and transsulfuration; localizes to cytoplasm and nucleus
YJR007W,SUI2,S000003767,chrX,451020,451934,1,304,SUppressor of Initiator codon,Alpha subunit of the translation initiation factor eIF2,GTP binding protein involved in formation of translation preinitiation complex; subunit of eukaryotic 48S preinitiation complex; localizes to cytoplasmic stress granule
YJL187C,SWE1,S000003723,chrX,76803,79262,-1,819,Saccharomyces WEe1,Protein kinase that regulates the G2/M transition,"Tyrosine kinase; involved in G2/M transition of mitotic cell cycle, G2 cell size control checkpoint, re-entry into the mitotic cell cycle, negative regulation of spindle pole body separation and meiosis; positive regulator of sphingolipid biosynthesis; localizes to the bud neck and nucleus"
YJL176C,SWI3,S000003712,chrX,92053,94530,-1,825,SWItching deficient,Subunit of the SWI/SNF chromatin remodeling complex,"DNA binding protein involved in chromatin remodeling, positive regulation of mating type switching and carbon catabolite activation of transcription from RNA polymerase II promoter; localizes to cytosol and nucleus; subunit of SWI/SNF complex"
YJL004C,SYS1,S000003541,chrX,431589,432200,-1,203,Suppressor of Ypt Six,Integral membrane protein of the Golgi,Protein involved in Golgi to endosome transport and protein localization to Golgi apparatus; localizes to trans-Golgi network
YJL035C,TAD2,S000003572,chrX,380249,381001,-1,250,tRNA-specific Adenosine Deaminase,Subunit of tRNA-specific adenosine-34 deaminase,tRNA-specific adenosine deaminase involved in tRNA modification; localizes to both nucleus and cytoplasm
YJR046W,TAH11,S000003807,chrX,522048,523862,1,604,Topo-A Hypersensitive,DNA replication licensing factor,"DNA replication origin-binding protein involved in pre-replicative complex assembly, regulation of DNA replication initiation, and double-strand break repair via break-induced replication; subunit of nuclear pre-replicative complex, also localizes to cytoplasm"
YJL083W,TAX4,S000003619,chrX,278841,280655,1,604,,EH domain-containing protein,"Protein involved in starvation response, cell wall organization, inositol lipid-mediated signaling, authophagy; localizes to phagophore assembly site"
YJR116W,TDA4,S000003877,chrX,640825,641664,1,279,Topoisomerase I Damage Affected,"Protein distantly similar to ceramide synthases, Lag1p and Lac1p",Endoplasmic reticulum protein whose biological role is unknown
YJL052W,TDH1,S000003588,chrX,338271,339269,1,332,Triose-phosphate DeHydrogenase,"Glyceraldehyde-3-phosphate dehydrogenase (GAPDH), isozyme 1","Melatonin-binding glyceraldehyde-3-phosphate dehydrogenase presumably involved in glycolysis and gluconeogenesis; localizes throughout cell to lipid droplets, mitochondria, cytosol, and cell periphery"
YJR009C,TDH2,S000003769,chrX,453683,454681,-1,332,Triose-phosphate DeHydrogenase,"Glyceraldehyde-3-phosphate dehydrogenase (GAPDH), isozyme 2","Glyceraldehyde-3-phosphate dehydrogenase involved in glycolysis, gluconeogenesis, apoptosis, and the metabolism of reactive oxygen species; binds to promoter-associated sections of chromatin; localizes to the cytoplasm, mitochondria, lipid particles, and the cell wall"
YJR019C,TES1,S000003780,chrX,467232,468281,-1,349,ThioESterase,Peroxisomal acyl-CoA thioesterase,Acyl-CoA hydrolase involved in fatty acid oxidation; localizes to mitochondria and peroxisomes
YJR156C,THI11,S000003917,chrX,728574,729596,-1,340,THIamine metabolism,Protein involved in synthesis of the thiamine precursor HMP,Protein involved in thiamine biosynthesis
YJL138C,TIF2,S000003674,chrX,153504,154691,-1,395,Translation Initiation Factor,Translation initiation factor eIF4A,ATP-dependent RNA helicase and translation initiation factor involved in 48S preinitiation complex formation; subunit of translation initiation factor 4F complex; localizes to cytoplasmic stress granules and to the mRNA processing body in response to starvation
YJL143W,TIM17,S000003679,chrX,147101,147577,1,158,Translocase of the Inner Mitochondrial membrane,Essential core component of the TIM23 protein translocase complex,Subunit of TIM23 mitochondrial import inner membrane translocase complex that typically transports proteins that possess a matrix-targeting N-terminal presequence; involved in mitochondrial genome maintenance
YJL054W,TIM54,S000003590,chrX,334265,335701,1,478,Translocase of the Inner Mitochondrial membrane,Component of the mitochondrial TIM22 complex,Subunit of TIM22 mitochondrial import inner membrane insertion complex that mediates inner membrane insertion of multi-transmembrane spanning proteins that contain internal targeting elements
YJR135W-A,TIM8,S000007348,chrX,676971,677234,1,87,Translocase of the Inner Mitochondrial membrane,Mitochondrial intermembrane space protein,Protein carrier of the Tim9-Tim10 complex which resides in the mitochondrial intermembrane space and guides proteins to the Tim22 complex for insertion into the mitochondrial inner membrane
YJR014W,TMA22,S000003775,chrX,461829,462425,1,198,Translation Machinery Associated,Ribosome-associated protein,Putative RNA-binding protein; localizes to cytoplasm
YJR085C,TMH11,S000003845,chrX,585120,585437,-1,105,TMem14 Homolog of 11 kDa,Mitochondrial protein of unknown function,Predicted integral membrane protein whose biological role is unknown; localizes to the mitochondrion in large-scale studies
YJL171C,TOH1,S000003707,chrX,99704,100894,-1,396,TOS One Homolog,GPI-anchored cell wall protein of unknown function,Protein whose biological role is unknown; localizes to the cell wall; localizes to mitochondrion and plasma membrane in different large-scale studies
YJL093C,TOK1,S000003629,chrX,254737,256812,-1,691,,Outward-rectifier potassium channel of the plasma membrane,Potassium channel involved in potassium ion homeostasis; localizes to plasma membrane and cell periphery
YJR066W,TOR1,S000003827,chrX,559416,566828,1,2470,Target Of Rapamycin,PIK-related protein kinase and rapamycin target,"Protein kinase subunit of TORC1; involved in signal transduction, regulation of cell growth and autophagy, and the cellular response to DNA metabolism; localizes to cellular membranes, nucleus and cytoplasm"
YJL016W,TPH3,S000003553,chrX,405588,407273,1,561,Twin PH domain-3,Putative protein of unknown function,Protein whose biological role is unknown; localizes to the cytoplasm in a large-scale study
YJL164C,TPK1,S000003700,chrX,109966,111159,-1,397,Takashi's Protein Kinase,cAMP-dependent protein kinase catalytic subunit,cAMP-dependent protein kinase involved in signaling; localizes to both nucleus and cytoplasm
YJL129C,TRK1,S000003665,chrX,173599,177306,-1,1235,TRansport of potassium (K),Component of the Trk1p-Trk2p potassium transport system,Potassium ion transmembrane transporter involved in cellular potassium ion homeostasis; localizes to plasma membrane and membrane rafts
YJL087C,TRL1,S000003623,chrX,270002,272485,-1,827,tRNA Ligase,tRNA ligase,"RNA ligase (ATP) and GTP-dependent RNA kinase with 2',3'-cyclic nucleotide 3'-phosphodiesterase activity; involved in IRE1-mediated unfolded protein response and tRNA (transfer RNA) splicing via endonucleolytic cleavage and ligation; role in both no-go decay and regulating nonsense-mediated decay; localizes to cytoplasm and nuclear inner membrane"
YJR136C,TTI2,S000003897,chrX,677441,678706,-1,421,Two Tel2-Interacting protein,"Subunit of the ASTRA complex, involved in chromatin remodeling",Predicted subunit of the ASTRA complex; involved in the stress response; localizes to the cytoplasm in a large-scale study
YJL197W,UBP12,S000003733,chrX,63805,67569,1,1254,UBiquitin-specific Protease,Ubiquitin-specific protease,"Thiol-dependent ubiquitin-specific protease that negatively regulates mitochondrial fusion and modulates DNA damage response; localizes to nucleus and cytoplasm, and specifically to replication forks during S phase"
YJL048C,UBX6,S000003584,chrX,347447,348637,-1,396,UBiquitin regulatory X,UBX (ubiquitin regulatory X) domain-containing protein,Protein of unknown function involved in ubiquitin-dependent protein degradation and sporulation; localizes to the nucleus
YJL130C,URA2,S000003666,chrX,165723,172367,-1,2214,URAcil requiring,Bifunctional carbamoylphosphate synthetase/aspartate transcarbamylase,Carbamoylphosphate synthetase and aspartate transcarbamylase; involved in the 'de novo' biosynthesis of pyrimidines and glutamine metabolism; localizes to both the cytoplasm and as an integral component of membranes
YJR103W,URA8,S000003864,chrX,620754,622490,1,578,URAcil requiring,Minor CTP synthase isozyme (see also URA7),"CTP synthase involved in biosynthesis of cytidine 5'-triphosphate; localizes to vacuole, compartmentalized in cytoophidium"
YJR041C,URB2,S000003802,chrX,510239,513763,-1,1174,Unhealthy Ribosome Biogenesis,Protein required for normal metabolism of the rRNA primary transcript,Nucleolar protein involved involved in rRNA metabolism and ribosome biogenesis
YJL109C,UTP10,S000003645,chrX,212000,217309,-1,1769,U Three Protein,Nucleolar protein,"U3 snoRNA-binding protein involved in rDNA transcription and rRNA processing; subunit of 90S preribosome, 43S preribosome, and small subunit processome; localizes to nucleolus and mitochondria"
YJL069C,UTP18,S000003605,chrX,310922,312706,-1,594,U Three Protein,Small-subunit processome protein involved in pre-18S rRNA maturation,Nucleolar protein subunit of the 90S preribosome and small subunit processome; involved in rRNA processing
YJR049C,UTR1,S000003810,chrX,526884,528476,-1,530,Unidentified TRanscript,ATP-NADH kinase,NAD+ and NADH kinase involved in NADP biosynthesis and iron homeostasis; localizes to nucleus and cytoplasm
YJR102C,VPS25,S000003863,chrX,619157,619765,-1,202,Vacuolar Protein Sorting,Component of the ESCRT-II complex,"Cytosolic structural molecule subunit of ESCRT II complex; involved in ATP export, ubiquitin-dependent protein catabolism via the MVB sorting pathway, and glucose-mediated repression of transcription by RNA polymerase II"
YJL154C,VPS35,S000003690,chrX,131101,133935,-1,944,Vacuolar Protein Sorting,Endosomal subunit of membrane-associated retromer complex,Endosomal retromer complex subunit involved in retrograde transport of membrane-bounded vesicles from endosomes back to the trans-Golgi network where they are recycled for further rounds of transport
YJL029C,VPS53,S000003566,chrX,388385,390853,-1,822,Vacuolar Protein Sorting,Component of the GARP (Golgi-associated retrograde protein) complex,"Protein subunit of GARP complex; involved in Golgi-to-vacuole transport, sphingolipid homeostasis, and endosome-to-Golgi retrograde transport; localizes to cytoplasm and Golgi apparatus"
YJR044C,VPS55,S000003805,chrX,518763,519185,-1,140,Vacuolar Protein Sorting,Late endosomal protein involved in late endosome to vacuole transport,Subunit of Vps55/Vps68 complex involved in endosome to vacuole transport via MVB sorting pathway
YJR126C,VPS70,S000003887,chrX,656254,658689,-1,811,Vacuolar Protein Sorting,Protein of unknown function involved in vacuolar protein sorting,Endoplasmic reticulum protein involved in vacuolar protein sorting
YJL012C,VTC4,S000003549,chrX,411234,413399,-1,721,Vacuolar Transporter Chaperone,Vacuolar membrane polyphosphate polymerase,"Calmodulin- and inositol hexakisphosphate-binding polyphosphate kinase involved in vacuolar transport, vacuole fusion, microautophagy and polyphosphate biosynthesis; localizes to endoplasmic reticulum and vacuolar membranes"
YJL222W,VTH2,S000003758,chrX,11475,16124,1,1549,Vps Ten Homolog,Putative membrane glycoprotein,Signal sequence-binding protein involved in vacuolar transport
YJR133W,XPT1,S000003894,chrX,672991,673620,1,209,Xanthine Phosphoribosyl Transferase,Xanthine-guanine phosphoribosyl transferase,Cytoplasmic xanthine and hypoxanthine phosphoribosyltransferase involved in xanthosine monophosphate salvage
YJR067C,YAE1,S000003828,chrX,567019,567444,-1,141,,Substrate-specific adaptor protein involved in apo-Rli1p maturation,"Subunit of the Yae1-Lto1 complex that acts as a a substrate-specific adaptor, linking the CIA complex to the substrate, apo-Rli1p, facilitating its maturation by [4Fe-S] cluster insertion; involved in a late step in ribosome assembly"
YJL141C,YAK1,S000003677,chrX,147967,150390,-1,807,Yet Another Kinase,Serine-threonine protein kinase,Protein serine/threonine and tyrosine kinase; localizes to both cytoplasm and nucleus
YJL059W,YHC3,S000003595,chrX,324964,326190,1,408,Yeast Homolog of human Cln3,Protein required for the ATP-dependent transport of arginine,Vacuolar protein involved in cellular pH regulation and transport of arginine and lysine
YJR110W,YMR1,S000003871,chrX,633615,635681,1,688,Yeast Myotubularin Related,Phosphatidylinositol 3-phosphate (PI3P) phosphatase,Cytoplasmic mRNA-binding phosphatidylinositol-3-phosphatase involved in phosphatidylinositol dephosphorylation
YJR099W,YUH1,S000003860,chrX,615576,616286,1,236,Yeast Ubiquitin Hydrolase,Ubiquitin C-terminal hydrolase,A ubiquitin-specific protease that is thiol-dependent; involved in ubiquitin homeostatis and localizes to the cytoplasm
YJL139C,YUR1,S000003675,chrX,151713,152999,-1,428,Yeast Unknown Reading frame,Mannosyltransferase involved in protein N-glycosylation,Mannosyltransferase involved in protein amino acid N-linked glycosylation and cell wall mannoprotein biosynthesis; localizes to Golgi apparatus and endoplasmic reticulum
YJL056C,ZAP1,S000003592,chrX,330431,333073,-1,880,Zinc-responsive Activator Protein,Zinc-regulated transcription factor,DNA-binding RNA polymerase II transcription factor involved in response to zinc ion starvation; binds zinc
YJL007C,YJL007C,S000003544,chrX,422698,423012,-1,104,,Putative protein of unknown function,
YJL009W,YJL009W,S000003546,chrX,419855,420181,1,108,,Dubious open reading frame,
YJL012C-A,YJL012C-A,S000007609,chrX,410930,411127,-1,65,,Merged open reading frame,
YJL015C,YJL015C,S000003552,chrX,407142,407426,-1,94,,Dubious open reading frame unlikely to encode a functional protein,
YJL017W,YJL017W,S000003554,chrX,405284,406261,1,325,,Merged open reading frame,
YJL018W,YJL018W,S000003555,chrX,404326,404640,1,104,,Merged open reading frame,
YJL020W-A,YJL020W-A,S000028659,chrX,400981,401238,1,85,,Dubious open reading frame,
YJL021C,YJL021C,S000003558,chrX,398633,399730,-1,365,,Merged open reading frame,
YJL022W,YJL022W,S000003559,chrX,398109,398417,1,102,,Dubious open reading frame,
YJL026C-A,YJL026C-A,S000028660,chrX,393066,393287,-1,73,,Dubious open reading frame,
YJL027C,YJL027C,S000003564,chrX,391833,392249,-1,138,,Putative protein of unknown function,Protein whose biological role and cellular location are unknown
YJL028W,YJL028W,S000003565,chrX,391311,391646,1,111,,Protein of unknown function,Protein whose biological role is unknown; colocalizes with the riobosome in a large-scale study
YJL032W,YJL032W,S000003569,chrX,386348,386662,1,104,,Dubious open reading frame unlikely to encode a functional protein,
YJL043W,YJL043W,S000003579,chrX,360130,360903,1,257,,Putative protein of unknown function,Protein whose biological role is unknown; localizes to the mitochondrion and cytoplasm in different large-scale studies
YJL047C-A,YJL047C-A,S000028804,chrX,349044,349178,-1,44,,Putative protein of unknown function,Protein whose biological role and cellular location are unknown
YJL052C-A,YJL052C-A,S000007610,chrX,337884,338003,-1,39,,Putative protein of unknown function,Protein whose biological role and cellular location are unknown
YJL064W,YJL064W,S000003600,chrX,315175,315570,1,131,,Dubious open reading frame,
YJL067W,YJL067W,S000003603,chrX,314084,314434,1,116,,Dubious open reading frame,
YJL068C,YJL068C,S000003604,chrX,313016,313915,-1,299,,Esterase that can function as an S-formylglutathione hydrolase,
YJL070C,YJL070C,S000003606,chrX,307971,310637,-1,888,,Putative metallo-dependent hydrolase superfamily protein,Protein whose biological role is unknown; localizes to the mitochondrion and cytoplasm in different large-scale studies
YJL077W-A,YJL077W-A,S000028661,chrX,294799,294885,1,28,,Protein of unknown function,Protein whose biological role and cellular location are unknown
YJL077W-B,YJL077W-B,S000028662,chrX,294047,294145,1,32,,Putative protein of unknown function,Protein whose biological role and cellular location are unknown
YJL086C,YJL086C,S000003622,chrX,272478,272846,-1,122,,Dubious open reading frame,
YJL107C,YJL107C,S000003643,chrX,218853,220016,-1,387,,Putative protein of unknown function,Protein whose biological role and cellular location are unknown
YJL113W,YJL113W,S000003649,chrX,198678,203325,1,1548,,Retrotransposon TYA Gag and TYB Pol genes,
YJL114W,YJL114W,S000003650,chrX,197915,198595,1,226,,Retrotransposon TYA Gag gene co-transcribed with TYB Pol,
YJL118W,YJL118W,S000003654,chrX,191639,192298,1,219,,Protein of unknown function,Protein whose biological role is unknown; colocalizes with the ribosome in a large scale study
