Database,UniparcID,Description,Start,End
Pfam,UPI000013B9D1,Zinc finger C2H2-type,61,83
Pfam,UPI00001356B5,Cytochrome b5-like heme/steroid binding domain,14,90
Pfam,UPI00001356B5,Fatty acid hydroxylase,229,370
Pfam,UPI0000135745,tRNA-splicing endonuclease subunit Sen15,9,128
Pfam,UPI0000052E7B,"Signal recognition particle, SRP19 subunit",100,196
Pfam,UPI0000036C83,"Succinate dehydrogenase/fumarate reductase type B, transmembrane subunit",69,191
Pfam,UPI000012DEF9,Protein kinase domain,545,706
Pfam,UPI0000135C78,"KilA/APSES-type HTH, DNA-binding",434,518
Pfam,UPI0000053123,,698,748
Pfam,UPI0000053123,,382,508
Pfam,UPI0000053123,,801,845
Pfam,UPI0000053123,,903,992
Pfam,UPI0000053123,"Spt5 transcription elongation factor, N-terminal",180,280
Pfam,UPI0000053123,NGN domain,287,371
Pfam,UPI0000053123,,641,687
Pfam,UPI0000053123,,536,582
Pfam,UPI0000135FE4,"Syntaxin, N-terminal domain",37,181
Pfam,UPI0000135FE4,Target SNARE coiled-coil homology domain,230,282
Pfam,UPI00001360AE,"Transcription factor domain, fungi",401,660
Pfam,UPI00001360AE,Zn(2)Cys(6) fungal-type DNA-binding domain,85,119
Pfam,UPI0000136179,"Transcriptional coactivator p15 (PC4), C-terminal",41,94
Pfam,UPI000005303E,"Ribophorin II, C-terminal domain",184,282
Pfam,UPI000005320D,"Transcription initiation factor IID, subunit 13",9,101
Pfam,UPI0000053210,"Transcription initiation factor TFIID component TAF4, C-terminal",144,383
Pfam,UPI0000053130,"TAFII55 protein, conserved region",112,304
Pfam,UPI000005320E,"Transcription factor TFIID, subunit 8, C-terminal",175,222
Pfam,UPI0000052E87,TAP46-like protein,5,355
Pfam,UPI000005312C,Transcription initiation factor TAFII31,27,151
Pfam,UPI000012DEFA,Protein kinase domain,41,351
Pfam,UPI000013B94F,Patatin-like phospholipase domain,204,364
Pfam,UPI000013B94F,"Triacylglycerol lipase, N-terminal",71,195
Pfam,UPI0000053281,Eukaryotic porin/Tom40,59,354
Pfam,UPI000012D23C,"RNA-binding domain, S1, IF1 type",32,94
Pfam,UPI000013B8E2,Polynucleotide kinase 3 phosphatase,30,236
Pfam,UPI000012CB4D,"THO complex, subunit THOC1",100,617
Pfam,UPI000006B53C,DJ-1/PfpI,29,225
Pfam,UPI000004F8FB,"Major facilitator, sugar transporter-like",68,528
Pfam,UPI000012D1C8,Isopropylmalate dehydrogenase-like domain,23,416
Pfam,UPI000012D696,,231,303
Pfam,UPI000006AAD7,Inositol-pentakisphosphate 2-kinase,200,264
Pfam,UPI000012D0D6,Mitochondrial ATPase inhibitor,16,85
Pfam,UPI0000052DD9,Histone H2A/H2B/H3,8,90
Pfam,UPI0000052DD9,"Histone H2A, C-terminal domain",93,127
Pfam,UPI00000530E4,"Aminoacyl-tRNA synthetase, class II (D/K/N)",225,576
Pfam,UPI00000530E4,"OB-fold nucleic acid binding domain, AA-tRNA synthetase-type",124,209
Pfam,UPI000004F8F7,Histone H2A/H2B/H3,6,104
Pfam,UPI000006A281,"Clp ATPase, C-terminal",706,786
Pfam,UPI000006A281,"ATPase, AAA-type, core",140,245
Pfam,UPI000006A281,"ClpA/ClpB, AAA lid domain",277,377
Pfam,UPI000006A281,"ATPase, AAA-type, core",532,700
Pfam,UPI000012D81A,Inositolphosphotransferase Aur1/Ipt1,186,311
Pfam,UPI00001682FF,Inositolphosphorylceramide synthase subunit Kei1,11,181
Pfam,UPI000012CFC0,"Major facilitator, sugar transporter-like",63,523
Pfam,UPI000004F8FC,"Major facilitator, sugar transporter-like",68,528
Pfam,UPI000004F8F3,Alpha crystallin/Hsp20 domain,250,355
Pfam,UPI000012CDAE,Sirtuin family,100,315
Pfam,UPI000004F8FD,"Major facilitator, sugar transporter-like",65,525
Pfam,UPI000012DA4D,"Major facilitator, sugar transporter-like",90,545
Pfam,UPI000006A15E,PQ-loop repeat,8,64
Pfam,UPI000006C0CC,"Helicase/UvrB, N-terminal",32,195
Pfam,UPI000006C0CC,"Helicase, C-terminal domain-like",270,372
Pfam,UPI0000052FF8,Luc7-related,10,249
Pfam,UPI000006B9A1,AdipoR/Haemolysin-III-related,75,300
Pfam,UPI000012DE64,Protein kinase domain,121,398
Pfam,UPI000012DE64,Kinase associated domain 1 (KA1),1021,1064
Pfam,UPI00000530AF,"Rad21/Rec8-like protein, N-terminal",14,110
Pfam,UPI00000530AF,"Rad21/Rec8-like protein, C-terminal, eukaryotic",506,559
Pfam,UPI000012ED37,Ankyrin repeat,512,543
Pfam,UPI000012ED37,Ankyrin repeat,400,452
Pfam,UPI000012ED37,"KilA/APSES-type HTH, DNA-binding",22,94
Pfam,UPI0000052EF2,"2-oxoacid dehydrogenase acyltransferase, catalytic domain",233,462
Pfam,UPI0000052EF2,Biotin/lipoyl attachment,75,146
Pfam,UPI000012EA1B,Fungal transcription factor,359,773
Pfam,UPI000012EA1B,Zn(2)Cys(6) fungal-type DNA-binding domain,158,189
Pfam,UPI00000698DD,Major facilitator superfamily,37,428
Pfam,UPI000012DF1E,"Yeast cell wall synthesis Kre9/Knh1, C-terminal",163,263
Pfam,UPI000012DF1E,"Yeast cell wall synthesis Kre9/Knh1-like, N-terminal",39,129
Pfam,UPI0000069D93,"ATP-dependent helicase HRQ1, winged helix domain",672,740
Pfam,UPI0000069D93,"Helicase, C-terminal domain-like",520,632
Pfam,UPI0000069D93,DEAD/DEAH box helicase domain,293,470
Pfam,UPI0000069D93,MrfA-like Zn-binding domain,900,989
Pfam,UPI00000531DD,Repressor of RNA polymerase III transcription Maf1,25,337
Pfam,UPI00000695F4,F-box domain,18,60
Pfam,UPI00001682DD,"Lactate/malate dehydrogenase, N-terminal",2,144
Pfam,UPI00001682DD,"Lactate/malate dehydrogenase, C-terminal",146,336
Pfam,UPI000060375B,"Sm domain, eukaryotic/archaea-type",15,82
Pfam,UPI0000053108,Protein kinase domain,7,290
Pfam,UPI000004F900,Phosphoribosyltransferase domain,22,135
Pfam,UPI0000D5B796,"Methylated-DNA-[protein]-cysteine S-methyltransferase, DNA binding",100,179
Pfam,UPI000005316C,Large ribosomal subunit protein mL67,24,106
Pfam,UPI00001B659F,Centromere protein X,5,80
Pfam,UPI000006AC4C,Protein of unknown function DUF1706,1,166
Pfam,UPI000012CAE3,Pyruvate carboxyltransferase,23,282
Pfam,UPI000012CAE3,"2-isopropylmalate synthase/homocitrate synthase, post-catalytic domain",296,376
Pfam,UPI000006B687,"Major facilitator, sugar transporter-like",101,560
Pfam,UPI000012E056,"Glycosyl transferase, family 15",70,390
Pfam,UPI00001682EC,Peptidase family A1 domain,81,470
Pfam,UPI000158E67E,Protein kinase domain,440,715
Pfam,UPI000005308B,CHCH,30,63
Pfam,UPI000006A39B,Outer kinetochore KNL1 complex subunit Kre28,6,383
Pfam,UPI000013A818,Archaeal/bacterial/fungal rhodopsins,35,247
Pfam,UPI000153C01C,Transcription factor Iwr1 domain,152,220
Pfam,UPI0000052F80,"Aminotransferase, class I/classII, large domain",156,514
Pfam,UPI0000053177,Large ribosomal subunit protein mL40,15,137
Pfam,UPI000005317C,"Large ribosomal subunit protein uL5, N-terminal",133,186
Pfam,UPI000005317C,"Large ribosomal subunit protein uL5, C-terminal",190,287
Pfam,UPI000006C38B,Potassium channel tetramerisation-type BTB domain,30,126
Pfam,UPI000006C772,"SPIN90/Ldb17, leucine-rich domain",235,372
Pfam,UPI0000053069,Phosphatidylethanolamine-binding protein,207,301
Pfam,UPI0000036C3D,"DNA damage checkpoint protein, Lcd1",77,745
Pfam,UPI000006C03E,Inositol polyphosphate kinase,759,957
Pfam,UPI000005317F,Large ribosomal subunit protein bL34,63,105
Pfam,UPI0000032277,GTP binding domain,135,254
Pfam,UPI000006A9C9,Inositol monophosphatase-like,8,285
Pfam,UPI000006B447,Phosphatidic acid phosphatase type 2/haloperoxidase,119,261
Pfam,UPI000012F625,"Exportin-5, C-terminal domain",332,1186
Pfam,UPI000012F596,DEAD/DEAH box helicase domain,130,314
Pfam,UPI000012F596,"Helicase, C-terminal domain-like",360,471
Pfam,UPI000012F5F8,"DNA mismatch repair protein MutS, core",252,576
Pfam,UPI000012F5F8,"DNA mismatch repair protein MutS, C-terminal",639,843
Pfam,UPI0000052E81,La-type HTH domain,34,89
Pfam,UPI0000052E81,RNA recognition motif domain,144,194
Pfam,UPI000012F68F,"Phosphatidylinositol-4-phosphate 4/5-kinase, core",467,754
Pfam,UPI000006A26C,Monopolin complex subunit Lrs4/Mde4,5,232
Pfam,UPI000006A8D4,"MUS81, winged helix domain",134,220
Pfam,UPI000006A8D4,,564,626
Pfam,UPI000006A8D4,ERCC4 domain,354,489
Pfam,UPI0001B237F2,Rho GTPase-activating protein domain,755,904
Pfam,UPI0001B237F2,"Zinc finger, LIM-type",419,477
Pfam,UPI000012CAE6,"2-isopropylmalate synthase/homocitrate synthase, post-catalytic domain",310,390
Pfam,UPI000012CAE6,Pyruvate carboxyltransferase,37,296
Pfam,UPI000006C15F,Transcription factor CBF/NF-Y/archaeal histone domain,9,73
Pfam,UPI000012EA97,"Aconitase A/isopropylmalate dehydratase small subunit, swivel domain",485,619
Pfam,UPI000012EA97,"Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha domain",26,458
Pfam,UPI0000053111,CCAAT-binding factor,597,761
Pfam,UPI00001D4772,Centromere protein O,187,315
Pfam,UPI0000053128,Histone acetyltransferases subunit 3,506,649
Pfam,UPI000006C394,FAD/NAD(P)-binding domain,99,428
Pfam,UPI000006C394,"External alternative NADH-ubiquinone oxidoreductase-like, C-terminal domain",478,542
Pfam,UPI0000053053,High mobility group box domain,94,158
Pfam,UPI000012FD25,"Cation/H+ exchanger, transmembrane domain",77,484
Pfam,UPI00001772F0,Ribosomal protein eL8/eL30/eS12/Gadd45,42,132
Pfam,UPI0000053152,"Mediator complex, subunit Med2, fungi",28,123
Pfam,UPI0000052ED0,rRNA 2'-O-methyltransferase fibrillarin-like,88,321
Pfam,UPI000006B3D9,MD-2-related lipid-recognition domain,42,169
Pfam,UPI00000530EC,RNA recognition motif domain,127,188
Pfam,UPI000004F8F8,Zinc finger C2H2-type,98,120
Pfam,UPI0000036C33,"Zinc finger, RanBP2-type",581,609
Pfam,UPI000006A9E7,"DNA-binding protein REB1, Myb-associated domain",274,339
Pfam,UPI000006A9E7,,348,408
Pfam,UPI000012F02A,Mating hormone A-factor 1/2,1,36
Pfam,UPI0000132E6D,"Non-structural maintenance of chromosome element 4, C-terminal",306,401
Pfam,UPI0000132E6D,"Nse4/EID protein, Nse3/MAGE-binding domain",103,157
Pfam,UPI0000052EA2,"Glycoside hydrolase, family 37",163,721
Pfam,UPI0000052EA2,Neutral trehalase Ca2+ binding,106,135
Pfam,UPI0000069C10,LIM-domain binding protein/SEUSS,150,393
Pfam,UPI000006BB07,MAGE homology domain,31,268
Pfam,UPI00003FEC70,Phox-associated domain,98,239
Pfam,UPI0000069CC4,"Pleckstrin homology domain, Mcp5-type",2567,2684
Pfam,UPI000006AC99,Glutaredoxin-like,22,108
Pfam,UPI0000052F8F,Glycosyltransferase 34,118,369
Pfam,UPI000006A1CE,"IMS import disulfide relay-system, CHCH-CHCH-like Cx9C",10,53
Pfam,UPI00000695B7,,243,406
Pfam,UPI000005329C,GNAT domain,25,157
Pfam,UPI00001311E7,Flavoprotein,55,223
Pfam,UPI0000130EF2,Oligosaccaryltransferase,1,33
Pfam,UPI0000069B27,Protein kinase domain,166,447
Pfam,UPI0000053247,Pal1 cell morphology,236,370
Pfam,UPI000005316D,Large ribosomal subunit protein uL23-like,103,166
Pfam,UPI000006C382,Stress-induced protein SRP1/TIP1,22,113
Pfam,UPI0000052DDB,"Pcf11, C-terminal domain",549,602
Pfam,UPI0000052DDB,"Pfc11, Rna14/15 interacting domain",289,399
Pfam,UPI0000052DDB,CID domain,11,113
Pfam,UPI0000052DDB,"Pcf11, Clp1-ID",467,507
Pfam,UPI000005306B,Ribosomal protein uL1/ribosomal biogenesis protein,95,278
Pfam,UPI000006C4E4,Protein of unknown function DUF3602,12,39
Pfam,UPI00001342C9,Large ribosomal subunit protein uL10,49,155
Pfam,UPI00001682E6,HTH CenpB-type DNA-binding domain,74,135
Pfam,UPI00001682E6,DDE superfamily endonuclease domain,199,406
Pfam,UPI0000052F8B,Small ribosomal subunit protein uS15,158,236
Pfam,UPI000013284C,Protein Pet100,14,82
Pfam,UPI000006A05E,Domain of unknown function DUF155,156,350
Pfam,UPI00001D4771,Cation efflux protein,389,585
Pfam,UPI000006AE0D,"Palmitoyltransferase, DHHC domain",130,249
Pfam,UPI000006B8B6,"TECPR1-like, DysF domain",117,464
Pfam,UPI0000053042,"DNA mismatch repair protein MutS, C-terminal",979,1167
Pfam,UPI0000053042,"DNA mismatch repair protein MutS, clamp",780,870
Pfam,UPI0000053042,"DNA mismatch repair protein MutS-like, N-terminal",312,426
Pfam,UPI0000053042,"DNA mismatch repair protein MutS, core",620,910
Pfam,UPI0000053042,"DNA mismatch repair protein MutS, connector domain",465,593
Pfam,UPI0000D5B795,Pex19 protein,68,342
Pfam,UPI0000136711,"Aminoacyl-tRNA synthetase, class Ic",33,334
Pfam,UPI00001316E5,Peroxin-3,113,430
Pfam,UPI000006A370,RWD domain,433,520
Pfam,UPI000006A370,WD40 repeat,108,143
Pfam,UPI000006A370,"WDR59/RTC1-like, RING zinc finger domain",1094,1146
Pfam,UPI000006B5A2,YTH domain,155,291
Pfam,UPI000012FD3D,"Mtf2-like, C-terminal domain",210,434
Pfam,UPI000006A3C7,Protein kinase domain,126,391
Pfam,UPI000013A901,Mitochondrial K+-H+ exchange-related,43,241
Pfam,UPI000012F7BD,Std1/Mth1,123,333
Pfam,UPI000013A8BF,"Phosducin, thioredoxin-like domain",16,166
Pfam,UPI0000052EE9,Methyltransferase small domain,35,125
Pfam,UPI0000131D08,"Protein O-mannosyl-transferase, C-terminal four TM domain",529,723
Pfam,UPI0000131D08,Glycosyl transferase family 39/83,51,293
Pfam,UPI0000131D08,MIR motif,339,501
Pfam,UPI0000052E75,"N-terminal acetyltransferase A, auxiliary subunit",548,736
Pfam,UPI000011DD21,MIR motif,343,506
Pfam,UPI000011DD21,Glycosyl transferase family 39/83,55,296
Pfam,UPI000011DD21,"Protein O-mannosyl-transferase, C-terminal four TM domain",533,727
Pfam,UPI000006AFA0,SH3 domain,116,162
Pfam,UPI00000531B8,"Calcineurin-like phosphoesterase domain, ApaH type",119,312
Pfam,UPI0000053024,Nucleolar protein 14,49,360
Pfam,UPI00000531B7,"Calcineurin-like phosphoesterase domain, ApaH type",111,304
Pfam,UPI0000053121,"Calcineurin-like phosphoesterase domain, ApaH type",45,238
Pfam,UPI0000168302,"Serine-threonine protein phosphatase, N-terminal",398,446
Pfam,UPI0000168302,"Calcineurin-like phosphoesterase domain, ApaH type",449,641
Pfam,UPI0000069D8F,"Calcineurin-like phosphoesterase domain, ApaH type",96,329
Pfam,UPI0000052F86,Nuclear pore protein 84/107,66,721
Pfam,UPI000006B713,Nur1/Mug154,230,314
Pfam,UPI0000053205,Pre-mRNA-splicing factor 3 domain,67,317
Pfam,UPI0000053205,"Small nuclear ribonucleoprotein Prp3, C-terminal domain",340,465
Pfam,UPI00000530EF,,254,381
Pfam,UPI00000530EF,,19,184
Pfam,UPI000006AEF0,Atypical dual-specificity phosphatase Siw14-like,3,179
Pfam,UPI0000052FAB,"Mannose-1-phosphate guanyltransferase, C-terminal domain",251,360
Pfam,UPI0000052FAB,Nucleotidyl transferase domain,2,232
Pfam,UPI0000052E4D,Pleckstrin homology domain,291,386
Pfam,UPI0000052E4D,Oxysterol-binding protein,897,1271
Pfam,UPI0000052E4D,Ankyrin repeat,98,127
Pfam,UPI00001682F8,"Ketopantoate reductase, C-terminal domain",211,340
Pfam,UPI000013A7CD,"DNA replication complex GINS protein PSF1, C-terminal domain",160,207
Pfam,UPI000013A7CD,"GINS subunit, domain A",52,143
Pfam,UPI000006C32C,"Cyclin, N-terminal",48,145
Pfam,UPI0000127567,"Cyclin, N-terminal",48,145
Pfam,UPI00001314DC,"Pleiotropic ABC efflux transporter, N-terminal domain",47,162
Pfam,UPI00001314DC,ABC transporter family G domain,1083,1145
Pfam,UPI00001314DC,"ABC transporter-like, ATP-binding domain",186,346
Pfam,UPI00001314DC,CDR ABC transporter,736,826
Pfam,UPI00001314DC,"ABC-2 type transporter, transmembrane domain",1201,1416
Pfam,UPI000006B5BC,"Rabenosyn, Rab binding domain",464,503
Pfam,UPI000006B5BC,FYVE zinc finger,212,296
Pfam,UPI00001314DD,Securin sister-chromatid separation inhibitor,9,365
Pfam,UPI00001316FE,"Zinc finger, RING-type",285,324
Pfam,UPI00001316FE,"Pex, N-terminal",35,217
Pfam,UPI00001316EB,,316,378
Pfam,UPI00001316EB,Tetratricopeptide repeat,494,524
Pfam,UPI00001316F6,WD40 repeat,96,133
Pfam,UPI000006B8F4,"DNA polymerase, Y-family, little finger domain",393,506
Pfam,UPI000006B8F4,UmuC domain,29,276
Pfam,UPI00000694C7,WD40 repeat,288,316
Pfam,UPI00001319AE,Homeodomain,78,134
Pfam,UPI000013303A,KaiC-like domain,19,65
Pfam,UPI000004F8E9,Rad52 family,48,199
Pfam,UPI000006B3EB,"HAD-superfamily hydrolase, subfamily IIA",27,131
Pfam,UPI000006B3EB,,227,303
Pfam,UPI00001682F6,BRCT domain,996,1109
Pfam,UPI00001682F6,"Rad9-like Rad53-binding domain, fungi",772,900
Pfam,UPI0000052F5D,Prenyltransferase alpha-alpha toroid domain,78,409
Pfam,UPI000013200E,Alkaline phosphatase,66,527
Pfam,UPI000006B77E,"Zinc finger, RING-type",224,259
Pfam,UPI000006B77E,FYVE zinc finger,13,87
Pfam,UPI000006A47A,R3H domain,28,72
Pfam,UPI000006C12E,,503,672
Pfam,UPI000006C12E,Protein kinase domain,13,293
Pfam,UPI0001F7BD42,"RNA polymerase II-associated protein 1, N-terminal",79,123
Pfam,UPI0001F7BD42,"RNA polymerase II-associated protein 1, C-terminal",289,356
Pfam,UPI0000135FC6,"Chitin synthesis regulation, Congo red resistance, RCR protein",40,152
Pfam,UPI000006C6B7,Forkhead-associated (FHA) domain,104,149
Pfam,UPI000012B3A3,Rho protein GDP-dissociation inhibitor,8,202
Pfam,UPI000004F8FA,Proteolipid membrane potential modulator,5,52
Pfam,UPI0000131D0A,MIR motif,336,473
Pfam,UPI0000131D0A,Glycosyl transferase family 39/83,104,253
Pfam,UPI0000053122,Rho GTPase-activating protein domain,802,978
Pfam,UPI0000053122,"Zinc finger, LIM-type",13,66
Pfam,UPI0000168D93,C4-type zinc-finger of DNA polymerase delta,1009,1080
Pfam,UPI0000168D93,"DNA polymerase delta/zeta catalytic subunit, N-terminal domain",159,225
Pfam,UPI0000168D93,"DNA-directed DNA polymerase, family B, multifunctional domain",546,973
Pfam,UPI0000168D93,"DNA-directed DNA polymerase, family B, exonuclease domain",248,482
Pfam,UPI0000069ACA,SET domain,38,265
Pfam,UPI000006A92D,Domain of unknown function DUF155,205,377
Pfam,UPI000006B82C,Methyltransferase Ppm1/Ppm2/Tcmp,6,219
Pfam,UPI0000053146,"RNase L inhibitor RLI-like, possible metal-binding domain",7,36
Pfam,UPI0000053146,"4Fe-4S ferredoxin-type, iron-sulphur binding domain",50,71
Pfam,UPI0000053146,"ABC transporter-like, ATP-binding domain",101,249
Pfam,UPI00001345BD,"RNA polymerase I, subunit Rpa14, fungi",15,137
Pfam,UPI0000053195,"RNA polymerase Rpb7-like , N-terminal",9,66
Pfam,UPI0000053195,S1 domain,80,157
Pfam,UPI000006AB87,"Ribonuclease H2 subunit B, wHTH domain",133,262
Pfam,UPI000006AB87,"Rnh202, triple barrel domain",14,115
Pfam,UPI00000531E7,DNA-directed RNA polymerase III subunit RPC4,302,422
Pfam,UPI00000531E2,"Zinc finger, TFIIS-type",68,108
Pfam,UPI00000531E2,"DNA-directed RNA polymerase II subunit RPB9-like, zinc ribbon",2,37
Pfam,UPI0000036C3C,Large ribosomal subunit protein eL27,52,136
Pfam,UPI00000530BD,PUA domain,322,408
Pfam,UPI00000530BD,Aspartate/glutamate/uridylate kinase,11,241
Pfam,UPI000004F8EA,Large ribosomal subunit protein eL31,6,87
Pfam,UPI0000052E8B,Zinc finger C2H2-type,67,90
Pfam,UPI0000052E8B,SF3A2 domain,135,250
Pfam,UPI0000036C32,Large ribosomal subunit protein uL29,8,60
Pfam,UPI000005321A,DEAD/DEAH box helicase domain,198,387
Pfam,UPI000005321A,"Helicase, C-terminal domain-like",424,531
Pfam,UPI0000069F0B,Protein kinase domain,366,653
Pfam,UPI00001682E1,"Large ribosomal subunit protein uL4, C-terminal domain",273,346
Pfam,UPI00001682E1,Large ribosomal subunit protein uL4,22,260
Pfam,UPI0000036C31,Large ribosomal subunit protein eS32,1,25
Pfam,UPI0000053206,"Zinc finger, double-stranded RNA binding",280,305
Pfam,UPI0000053206,SF3A3 domain,169,215
Pfam,UPI0000053206,"Pre-mRNA-splicing factor Prp9, N-terminal",3,148
Pfam,UPI0000053206,"Splicing factor SF3a60 /Prp9 subunit, C-terminal",397,530
Pfam,UPI0001F7BD41,"PSP1, C-terminal",653,765
Pfam,UPI0000053129,"RNA polymerase Rpb1, domain 5",807,1396
Pfam,UPI0000053129,"RNA polymerase Rpb1, domain 6",873,1056
Pfam,UPI0000053129,"RNA polymerase II, heptapeptide repeat, eukaryotic",1539,1549
Pfam,UPI0000053129,"RNA polymerase, alpha subunit",342,507
Pfam,UPI0000053129,"RNA polymerase Rpb1, domain 1",12,340
Pfam,UPI0000053129,"RNA polymerase Rpb1, domain 3",510,669
Pfam,UPI0000053129,"RNA polymerase Rpb1, domain 7",1141,1274
Pfam,UPI0000053129,"RNA polymerase Rpb1, domain 4",695,800
Pfam,UPI0000053047,"26S proteasome regulatory subunit Rpn6, N-terminal",12,137
Pfam,UPI0000053047,"6S proteasome subunit Rpn6, C-terminal helix domain",405,431
Pfam,UPI0000053047,Proteasome component (PCI) domain,318,400
Pfam,UPI000013281D,NADPH-dependent FMN reductase-like domain,21,141
Pfam,UPI000004F8EB,"26S proteasome regulatory subunit RPN5, C-terminal domain",410,441
Pfam,UPI000004F8EB,"PSMD12/CSN4-like, N-terminal",34,253
Pfam,UPI000004F8EB,Proteasome component (PCI) domain,334,404
Pfam,UPI0000053134,PPM-type phosphatase-like domain,23,274
Pfam,UPI0000052F97,"Rpn9, C-terminal helix",356,388
Pfam,UPI0000052F97,"PSD13, N-terminal",26,255
Pfam,UPI0000052F97,Proteasome component (PCI) domain,274,352
Pfam,UPI000004F8EC,"Small ribosomal subunit protein uS15, N-terminal",1,60
Pfam,UPI000004F8EC,Small ribosomal subunit protein uS15,74,146
Pfam,UPI0000132980,"Tyrosine-specific protein phosphatase, PTPase domain",52,325
Pfam,UPI000013426C,,19,105
Pfam,UPI0000132F21,Small ribosomal subunit protein eS17,1,117
Pfam,UPI0000052ED1,Pumilio RNA-binding repeat,212,230
Pfam,UPI0000052ED1,CPL domain,426,570
Pfam,UPI000006A5CD,TCF25/Rqc1,327,663
Pfam,UPI0000036C2F,Small ribosomal subunit protein uS9,11,143
Pfam,UPI0000036C2E,"Pseudouridine synthase, RsuA/RluA-like",196,345
Pfam,UPI0000069CA3,Nucleolar protein 12,19,160
Pfam,UPI0000036CFC,Cytochrome b-c1 complex subunit 7,20,117
Pfam,UPI0000052F98,"ATPase, AAA-type, core",209,341
Pfam,UPI0000052F98,"Proteasomal ATPase, second OB domain",96,151
Pfam,UPI0000053048,"AAA ATPase, AAA+ lid domain",374,417
Pfam,UPI0000053048,"Proteasomal ATPase, second OB domain",106,160
Pfam,UPI0000053048,"ATPase, AAA-type, core",219,351
Pfam,UPI000013793D,UDPGP family,102,410
Pfam,UPI0000132E6F,Gcp-like domain,73,368
Pfam,UPI0000053050,Rad4 beta-hairpin domain 3,565,647
Pfam,UPI0000053050,Rad4 beta-hairpin domain 1,432,485
Pfam,UPI000013303C,"DNA recombination and repair protein Rad51-like, C-terminal",100,280
Pfam,UPI000006B845,Protein kinase domain,305,575
Pfam,UPI000006C2BF,Reticulon,21,177
Pfam,UPI000004F8F5,RAVE subunit 2/Rogdi,26,341
Pfam,UPI000006B1BF,CID domain,6,126
Pfam,UPI000006B913,"Rad61, Wapl domain",253,636
Pfam,UPI0000053142,Histone deacetylation protein Rxt3,140,188
Pfam,UPI0000052E9F,"Nitrogen regulatory protein areA, GATA-like domain",173,204
Pfam,UPI0000069A8B,"RuvB-like, AAA-lid domain",383,448
Pfam,UPI0000069A8B,"TIP49, P-loop domain",23,377
Pfam,UPI0000133819,Reduced growth phenotype protein 1,132,614
Pfam,UPI00001354D0,"SAC3/GANP/THP3, conserved domain",203,500
Pfam,UPI00001354D0,SAC3 helical domain,728,799
Pfam,UPI000011DD25,"3,4-dihydroxy-2-butanone 4-phosphate synthase, RibB",7,205
Pfam,UPI000013383D,"Major facilitator, sugar transporter-like",104,559
Pfam,UPI0000052F82,"S-adenosylmethionine synthetase, central domain",119,239
Pfam,UPI0000052F82,"S-adenosylmethionine synthetase, C-terminal",241,378
Pfam,UPI0000052F82,"S-adenosylmethionine synthetase, N-terminal",7,104
Pfam,UPI0000135539,"Zinc finger, RING-type",250,280
Pfam,UPI000006C771,CTLH/CRA C-terminal to LisH motif domain,177,321
Pfam,UPI000006B84B,Sas10/Utp3/C1D,220,297
Pfam,UPI000006B84B,Sas10 C-terminal domain,535,608
Pfam,UPI0000052FF3,Dpy-30 motif,121,162
Pfam,UPI000006C585,Something about silencing protein 4 domain,124,220
Pfam,UPI0000132EDC,Large ribosomal subunit protein eL13,9,175
Pfam,UPI000004F901,"Large ribosomal subunit protein uL11, N-terminal",14,69
Pfam,UPI000004F901,"Large ribosomal subunit protein uL11, C-terminal",74,143
Pfam,UPI000013562D,Sister chromatid cohesion C-terminal domain,1205,1385
Pfam,UPI000013562D,HEAT repeat associated with sister chromatid cohesion protein,721,762
Pfam,UPI0000036C32,Large ribosomal subunit protein uL29,8,60
Pfam,UPI00001D476E,Centromere protein Scm3/HJURP,92,141
Pfam,UPI0000168306,Large ribosomal subunit protein eL37,2,54
Pfam,UPI0000135756,"Sec7/BIG1-like, C-terminal domain",1823,1999
Pfam,UPI0000135756,"Mon2/Sec7/BIG1-like, dimerisation and cyclophilin-binding domain",226,427
Pfam,UPI0000135756,"Mon2/Sec7/BIG1-like, HDS",1369,1449
Pfam,UPI0000135756,Sec7 domain,827,1010
Pfam,UPI0000135756,"Mon2/Sec7/BIG1-like, HUS domain",497,663
Pfam,UPI0000168300,Complex 1 LYR protein domain,10,67
Pfam,UPI0000053255,"Exocyst complex component EXOC2/Sec5, N-terminal domain",80,970
Pfam,UPI0000036C35,"Coatomer beta subunit, appendage platform domain",829,958
Pfam,UPI0000036C35,"Coatomer beta subunit, C-terminal",684,824
Pfam,UPI0000036C35,"Clathrin/coatomer adaptor, adaptin-like, N-terminal",21,541
Pfam,UPI0000069E4E,,23,100
Pfam,UPI0000036C31,Large ribosomal subunit protein eS32,1,25
Pfam,UPI0000069DCA,DSS1/SEM1,22,82
Pfam,UPI00001682DC,,20,105
Pfam,UPI0000052E51,Sec1-like protein,26,635
Pfam,UPI0000052F8C,,18,109
Pfam,UPI0000053265,"Serine-tRNA synthetase, type1, N-terminal",1,112
Pfam,UPI0000053265,"Aminoacyl-tRNA synthetase, class II (G/ P/ S/T)",232,419
Pfam,UPI000004F0AD,Septin-type guanine nucleotide-binding (G) domain,124,342
Pfam,UPI00001355D5,"Sec20, C-terminal",204,295
Pfam,UPI00001682BD,"Small ribosomal subunit protein uS17, N-terminal",8,71
Pfam,UPI00001682BD,Small ribosomal subunit protein uS17,73,141
